"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","direction","comparison"
"GO:1900102","GO:1900102","negative regulation of endoplasmic reticulum unfolded protein response",0.111111111111111,0.000449749178342847,0.0769230769230769,247.051282051282,15.6599319321754,0.00404102660736227,0.0518685747768996,0.0241933472013273,"Ptpn1",1,"Up","Control - Stress"
"GO:0106072","GO:0106072","negative regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway",0.111111111111111,0.000484345268984605,0.0714285714285714,229.404761904762,15.0858313911619,0.00435127272256874,0.0518685747768996,0.0241933472013273,"Mrap2",1,"Up","Control - Stress"
"GO:1902931","GO:1902931","negative regulation of alcohol biosynthetic process",0.111111111111111,0.000484345268984605,0.0714285714285714,229.404761904762,15.0858313911619,0.00435127272256874,0.0518685747768996,0.0241933472013273,"Isyna1",1,"Up","Control - Stress"
"GO:2000644","GO:2000644","regulation of receptor catabolic process",0.111111111111111,0.000484345268984605,0.0714285714285714,229.404761904762,15.0858313911619,0.00435127272256874,0.0518685747768996,0.0241933472013273,"Ptpn1",1,"Up","Control - Stress"
"GO:0036498","GO:0036498","IRE1-mediated unfolded protein response",0.111111111111111,0.000518941359626362,0.0666666666666667,214.111111111111,14.5699921131811,0.00466143292974353,0.0518685747768996,0.0241933472013273,"Ptpn1",1,"Up","Control - Stress"
"GO:0036499","GO:0036499","PERK-mediated unfolded protein response",0.111111111111111,0.00055353745026812,0.0625,200.729166666667,14.1031651491904,0.00497150724970286,0.0518685747768996,0.0241933472013273,"Ptpn1",1,"Up","Control - Stress"
"GO:0071816","GO:0071816","tail-anchored membrane protein insertion into ER membrane",0.111111111111111,0.000588133540909877,0.0588235294117647,188.921568627451,13.6780351863987,0.00528149570325809,0.0518685747768996,0.0241933472013273,"Emc8",1,"Up","Control - Stress"
"GO:0106070","GO:0106070","regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway",0.111111111111111,0.000657325722193392,0.0526315789473684,169.035087719298,12.9304738028051,0.0059012150943778,0.0518685747768996,0.0241933472013273,"Mrap2",1,"Up","Control - Stress"
"GO:1902236","GO:1902236","negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway",0.111111111111111,0.000657325722193392,0.0526315789473684,169.035087719298,12.9304738028051,0.0059012150943778,0.0518685747768996,0.0241933472013273,"Ptpn1",1,"Up","Control - Stress"
"GO:0140467","GO:0140467","integrated stress response signaling",0.111111111111111,0.000795710084760422,0.0434782608695652,139.63768115942,11.7385089836462,0.00713962439496918,0.0548905134729666,0.0256028868389507,"Ptpn1",1,"Up","Control - Stress"
"GO:1900101","GO:1900101","regulation of endoplasmic reticulum unfolded protein response",0.111111111111111,0.000864902266043937,0.04,128.466666666667,11.2525098935219,0.00775831463703702,0.0548905134729666,0.0256028868389507,"Ptpn1",1,"Up","Control - Stress"
"GO:0045048","GO:0045048","protein insertion into ER membrane",0.111111111111111,0.000968690537969209,0.0357142857142857,114.702380952381,10.6231644103337,0.00868570745730324,0.0548905134729666,0.0256028868389507,"Emc8",1,"Up","Control - Stress"
"GO:0071108","GO:0071108","protein K48-linked deubiquitination",0.111111111111111,0.00100328662861097,0.0344827586206897,110.747126436782,10.435301582246,0.00899466713569341,0.0548905134729666,0.0256028868389507,"Usp5",1,"Up","Control - Stress"
"GO:1903077","GO:1903077","negative regulation of protein localization to plasma membrane",0.111111111111111,0.00100328662861097,0.0344827586206897,110.747126436782,10.435301582246,0.00899466713569341,0.0548905134729666,0.0256028868389507,"Mrap2",1,"Up","Control - Stress"
"GO:0032801","GO:0032801","receptor catabolic process",0.111111111111111,0.00107247880989448,0.032258064516129,103.602150537634,10.08707382169,0.00961232972446346,0.0548905134729666,0.0256028868389507,"Ptpn1",1,"Up","Control - Stress"
"GO:1902235","GO:1902235","regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway",0.111111111111111,0.00107247880989448,0.032258064516129,103.602150537634,10.08707382169,0.00961232972446346,0.0548905134729666,0.0256028868389507,"Ptpn1",1,"Up","Control - Stress"
"GO:1904376","GO:1904376","negative regulation of protein localization to cell periphery",0.111111111111111,0.00107247880989448,0.032258064516129,103.602150537634,10.08707382169,0.00961232972446346,0.0548905134729666,0.0256028868389507,"Mrap2",1,"Up","Control - Stress"
"GO:0046628","GO:0046628","positive regulation of insulin receptor signaling pathway",0.111111111111111,0.00110707490053624,0.03125,100.364583333333,9.92526278571379,0.00992103267633992,0.0548905134729666,0.0256028868389507,"Ptpn1",1,"Up","Control - Stress"
"GO:0061098","GO:0061098","positive regulation of protein tyrosine kinase activity",0.111111111111111,0.00110707490053624,0.03125,100.364583333333,9.92526278571379,0.00992103267633992,0.0548905134729666,0.0256028868389507,"Ptpn1",1,"Up","Control - Stress"
"GO:0030947","GO:0030947","regulation of vascular endothelial growth factor receptor signaling pathway",0.111111111111111,0.001141670991178,0.0303030303030303,97.3232323232323,9.77081854203789,0.010229650094201,0.0548905134729666,0.0256028868389507,"Ptpn1",1,"Up","Control - Stress"
"GO:0035335","GO:0035335","peptidyl-tyrosine dephosphorylation",0.111111111111111,0.00117626708181975,0.0294117647058824,94.4607843137255,9.62319599432771,0.0105381819987854,0.0548905134729666,0.0256028868389507,"Ptpn1",1,"Up","Control - Stress"
"GO:0000460","GO:0000460","maturation of 5.8S rRNA",0.111111111111111,0.00121086317246151,0.0285714285714286,91.7619047619048,9.48190492826022,0.0108466284108257,0.0548905134729666,0.0256028868389507,"Mtrex",1,"Up","Control - Stress"
"GO:0045745","GO:0045745","positive regulation of G protein-coupled receptor signaling pathway",0.111111111111111,0.00121086317246151,0.0285714285714286,91.7619047619048,9.48190492826022,0.0108466284108257,0.0548905134729666,0.0256028868389507,"Mrap2",1,"Up","Control - Stress"
"GO:1900078","GO:1900078","positive regulation of cellular response to insulin stimulus",0.111111111111111,0.00128005535374503,0.027027027027027,86.8018018018018,9.2165903824177,0.0114632648401861,0.0561666562321394,0.0261981251886437,"Ptpn1",1,"Up","Control - Stress"
"GO:1905476","GO:1905476","negative regulation of protein localization to membrane",0.111111111111111,0.00131465144438678,0.0263157894736842,84.5175438596491,9.09180370727237,0.0117714548989514,0.0561666562321394,0.0261981251886437,"Mrap2",1,"Up","Control - Stress"
"GO:1903573","GO:1903573","negative regulation of response to endoplasmic reticulum stress",0.111111111111111,0.0013838436256703,0.025,80.2916666666667,8.8563164466941,0.012387578808233,0.0574646016937477,0.0268035330938376,"Ptpn1",1,"Up","Control - Stress"
"GO:0006984","GO:0006984","ER-nucleus signaling pathway",0.111111111111111,0.00152222798823733,0.0227272727272727,72.9924242424242,8.43410131278604,0.0136188023735816,0.0598510525365296,0.0279166586051257,"Ptpn1",1,"Up","Control - Stress"
"GO:0051205","GO:0051205","protein insertion into membrane",0.111111111111111,0.00152222798823733,0.0227272727272727,72.9924242424242,8.43410131278604,0.0136188023735816,0.0598510525365296,0.0279166586051257,"Emc8",1,"Up","Control - Stress"
"GO:0043507","GO:0043507","positive regulation of JUN kinase activity",0.111111111111111,0.00166061235080436,0.0208333333333333,66.9097222222222,8.06539933218577,0.0148486613716886,0.0635827294633846,0.0296572453847492,"Ptpn1",1,"Up","Control - Stress"
"GO:0048010","GO:0048010","vascular endothelial growth factor receptor signaling pathway",0.111111111111111,0.00176440062272963,0.0196078431372549,62.9738562091503,7.81757324877471,0.0157701609192213,0.0648227751492603,0.0302356467762071,"Ptpn1",1,"Up","Control - Stress"
"GO:0001881","GO:0001881","receptor recycling",0.111111111111111,0.00183359280401315,0.0188679245283019,60.5974842767296,7.66406651865582,0.0163840682127918,0.0648227751492603,0.0302356467762071,"Ptpn1",1,"Up","Control - Stress"
"GO:1902930","GO:1902930","regulation of alcohol biosynthetic process",0.111111111111111,0.00183359280401315,0.0188679245283019,60.5974842767296,7.66406651865582,0.0163840682127918,0.0648227751492603,0.0302356467762071,"Isyna1",1,"Up","Control - Stress"
"GO:0043407","GO:0043407","negative regulation of MAP kinase activity",0.111111111111111,0.0018681888946549,0.0185185185185185,59.4753086419753,7.59049908016695,0.0166908942001089,0.0648227751492603,0.0302356467762071,"Ptpn1",1,"Up","Control - Stress"
"GO:2000059","GO:2000059","negative regulation of ubiquitin-dependent protein catabolic process",0.111111111111111,0.00197197716658018,0.0175438596491228,56.3450292397661,7.38141391252388,0.0176108617719457,0.066841225361703,0.0311771237111001,"Usp5",1,"Up","Control - Stress"
"GO:0046173","GO:0046173","polyol biosynthetic process",0.111111111111111,0.00214495761978896,0.0161290322580645,51.8010752688172,7.06691551287037,0.019142440996022,0.069495383615993,0.0324151174761014,"Isyna1",1,"Up","Control - Stress"
"GO:0061097","GO:0061097","regulation of protein tyrosine kinase activity",0.111111111111111,0.00214495761978896,0.0161290322580645,51.8010752688172,7.06691551287037,0.019142440996022,0.069495383615993,0.0324151174761014,"Ptpn1",1,"Up","Control - Stress"
"GO:0043506","GO:0043506","regulation of JUN kinase activity",0.111111111111111,0.00224874589171424,0.0153846153846154,49.4102564102564,6.89569108981566,0.0200603694004254,0.070453201260963,0.0328618776760874,"Ptpn1",1,"Up","Control - Stress"
"GO:0048008","GO:0048008","platelet-derived growth factor receptor signaling pathway",0.111111111111111,0.00228334198235599,0.0151515151515152,48.6616161616162,6.84119545815031,0.0203661758038722,0.070453201260963,0.0328618776760874,"Ptpn1",1,"Up","Control - Stress"
"GO:0070059","GO:0070059","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress",0.111111111111111,0.00231793807299775,0.0149253731343284,47.9353233830846,6.78790900508617,0.0206718973759712,0.070453201260963,0.0328618776760874,"Ptpn1",1,"Up","Control - Stress"
"GO:0045744","GO:0045744","negative regulation of G protein-coupled receptor signaling pathway",0.111111111111111,0.00242172634492302,0.0142857142857143,45.8809523809524,6.63487080976604,0.0215885533100784,0.0716919073012609,0.0334396542092235,"Mrap2",1,"Up","Control - Stress"
"GO:0030968","GO:0030968","endoplasmic reticulum unfolded protein response",0.111111111111111,0.00245632243556478,0.0140845070422535,45.2347417840376,6.58599790831712,0.0218939357626605,0.0716919073012609,0.0334396542092235,"Ptpn1",1,"Up","Control - Stress"
"GO:1903051","GO:1903051","negative regulation of proteolysis involved in protein catabolic process",0.111111111111111,0.00256011070749005,0.0135135135135135,43.4009009009009,6.4452898948757,0.0228095748320891,0.0728328545010505,0.0339718325438244,"Usp5",1,"Up","Control - Stress"
"GO:0032436","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process",0.111111111111111,0.00259470679813181,0.0133333333333333,42.8222222222222,6.40024767477502,0.0231146184943454,0.0728328545010505,0.0339718325438244,"Usp5",1,"Up","Control - Stress"
"GO:1905897","GO:1905897","regulation of response to endoplasmic reticulum stress",0.111111111111111,0.0027676872513406,0.0125,40.1458333333333,6.18767141068075,0.0246385675239603,0.0731862069260247,0.0341366486764943,"Ptpn1",1,"Up","Control - Stress"
"GO:0043112","GO:0043112","receptor metabolic process",0.111111111111111,0.00280228334198236,0.0123456790123457,39.6502057613169,6.14750031791714,0.0249431036173614,0.0731862069260247,0.0341366486764943,"Ptpn1",1,"Up","Control - Stress"
"GO:0046626","GO:0046626","regulation of insulin receptor signaling pathway",0.111111111111111,0.00287147552326587,0.0120481927710843,38.6947791164659,6.06931330327047,0.0255519222559205,0.0731862069260247,0.0341366486764943,"Ptpn1",1,"Up","Control - Stress"
"GO:0070373","GO:0070373","negative regulation of ERK1 and ERK2 cascade",0.111111111111111,0.00287147552326587,0.0120481927710843,38.6947791164659,6.06931330327047,0.0255519222559205,0.0731862069260247,0.0341366486764943,"Ptpn1",1,"Up","Control - Stress"
"GO:0007422","GO:0007422","peripheral nervous system development",0.111111111111111,0.00290607161390763,0.0119047619047619,38.234126984127,6.03125458091519,0.0258562048421285,0.0731862069260247,0.0341366486764943,"Tbce",1,"Up","Control - Stress"
"GO:0034620","GO:0034620","cellular response to unfolded protein",0.111111111111111,0.00290607161390763,0.0119047619047619,38.234126984127,6.03125458091519,0.0258562048421285,0.0731862069260247,0.0341366486764943,"Ptpn1",1,"Up","Control - Stress"
"GO:1900076","GO:1900076","regulation of cellular response to insulin stimulus",0.111111111111111,0.00314824424839993,0.010989010989011,35.2930402930403,5.78237528567329,0.0279838191761852,0.0778882967070488,0.0363298705094334,"Ptpn1",1,"Up","Control - Stress"
"GO:0006112","GO:0006112","energy reserve metabolic process",0.111111111111111,0.00328662861096696,0.0105263157894737,33.8070175438596,5.65247029946089,0.0291977433521309,0.0781311292118859,0.0364431362223735,"Mrap2",1,"Up","Control - Stress"
"GO:0007029","GO:0007029","endoplasmic reticulum organization",0.111111111111111,0.00332122470160872,0.0104166666666667,33.4548611111111,5.62124668345351,0.0295010137551103,0.0781311292118859,0.0364431362223735,"Emc8",1,"Up","Control - Stress"
"GO:2000060","GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process",0.111111111111111,0.00332122470160872,0.0104166666666667,33.4548611111111,5.62124668345351,0.0295010137551103,0.0781311292118859,0.0364431362223735,"Usp5",1,"Up","Control - Stress"
"GO:0035967","GO:0035967","cellular response to topologically incorrect protein",0.111111111111111,0.00339041688289223,0.0102040816326531,32.7721088435374,5.56021298825979,0.0301073019351481,0.0781311292118859,0.0364431362223735,"Ptpn1",1,"Up","Control - Stress"
"GO:0071901","GO:0071901","negative regulation of protein serine/threonine kinase activity",0.111111111111111,0.00342501297353399,0.0101010101010101,32.4410774410774,5.53037911857938,0.0304103197531292,0.0781311292118859,0.0364431362223735,"Ptpn1",1,"Up","Control - Stress"
"GO:0016579","GO:0016579","protein deubiquitination",0.111111111111111,0.00359799342674278,0.00961538461538462,30.8814102564103,5.38759995914657,0.0319241469407225,0.078326422229047,0.036534227828235,"Usp5",1,"Up","Control - Stress"
"GO:1901800","GO:1901800","positive regulation of proteasomal protein catabolic process",0.111111111111111,0.00363258951738454,0.00952380952380952,30.5873015873016,5.36025102947995,0.0322266601408728,0.078326422229047,0.036534227828235,"Usp5",1,"Up","Control - Stress"
"GO:0019751","GO:0019751","polyol metabolic process",0.111111111111111,0.00366718560802629,0.00943396226415094,30.2987421383648,5.33328225879714,0.0325290893095787,0.078326422229047,0.036534227828235,"Isyna1",1,"Up","Control - Stress"
"GO:0043406","GO:0043406","positive regulation of MAP kinase activity",0.111111111111111,0.00370178169866805,0.00934579439252336,30.0155763239875,5.30668477959541,0.0328314344672652,0.078326422229047,0.036534227828235,"Ptpn1",1,"Up","Control - Stress"
"GO:0090288","GO:0090288","negative regulation of cellular response to growth factor stimulus",0.111111111111111,0.00370178169866805,0.00934579439252336,30.0155763239875,5.30668477959541,0.0328314344672652,0.078326422229047,0.036534227828235,"Ptpn1",1,"Up","Control - Stress"
"GO:2001243","GO:2001243","negative regulation of intrinsic apoptotic signaling pathway",0.111111111111111,0.00380556997059332,0.00909090909090909,29.1969696969697,5.2290356582891,0.0337379660783947,0.0792534927166463,0.0369666464609633,"Ptpn1",1,"Up","Control - Stress"
"GO:0008344","GO:0008344","adult locomotory behavior",0.111111111111111,0.00387476215187684,0.00892857142857143,28.6755952380952,5.17897587203484,0.0343419008049833,0.0792534927166463,0.0369666464609633,"Tbce",1,"Up","Control - Stress"
"GO:0006986","GO:0006986","response to unfolded protein",0.111111111111111,0.0039093582425186,0.00884955752212389,28.4218289085546,5.15443522693513,0.0346437423252406,0.0792534927166463,0.0369666464609633,"Ptpn1",1,"Up","Control - Stress"
"GO:0001708","GO:0001708","cell fate specification",0.111111111111111,0.00401314651444387,0.00862068965517241,27.6867816091954,5.08268588896386,0.03554876375859,0.0802249128065476,0.0374197513248315,"Mga",1,"Up","Control - Stress"
"GO:1903076","GO:1903076","regulation of protein localization to plasma membrane",0.111111111111111,0.0041515308770109,0.00833333333333333,26.7638888888889,4.99114616530995,0.0367542858000601,0.0809791817735504,0.0377715691852678,"Mrap2",1,"Up","Control - Stress"
"GO:0062014","GO:0062014","negative regulation of small molecule metabolic process",0.111111111111111,0.00418612696765266,0.00826446280991736,26.5426997245179,4.96895741491462,0.0370554569457192,0.0809791817735504,0.0377715691852678,"Isyna1",1,"Up","Control - Stress"
"GO:0032434","GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process",0.111111111111111,0.00428991523957793,0.00806451612903226,25.9005376344086,4.90397211117011,0.0379584682331942,0.0809791817735504,0.0377715691852678,"Usp5",1,"Up","Control - Stress"
"GO:1903052","GO:1903052","positive regulation of proteolysis involved in protein catabolic process",0.111111111111111,0.00428991523957793,0.00806451612903226,25.9005376344086,4.90397211117011,0.0379584682331942,0.0809791817735504,0.0377715691852678,"Usp5",1,"Up","Control - Stress"
"GO:0070646","GO:0070646","protein modification by small protein removal",0.111111111111111,0.00435910742086144,0.00793650793650794,25.489417989418,4.86191376473437,0.0385600575037756,0.0809791817735504,0.0377715691852678,"Usp5",1,"Up","Control - Stress"
"GO:0007052","GO:0007052","mitotic spindle organization",0.111111111111111,0.00442829960214496,0.0078125,25.0911458333333,4.8208214610268,0.0391613123607055,0.0809791817735504,0.0377715691852678,"Tbce",1,"Up","Control - Stress"
"GO:0035966","GO:0035966","response to topologically incorrect protein",0.111111111111111,0.00446289569278671,0.00775193798449612,24.8966408268734,4.80062589569189,0.0394618144348884,0.0809791817735504,0.0377715691852678,"Ptpn1",1,"Up","Control - Stress"
"GO:0097009","GO:0097009","energy homeostasis",0.111111111111111,0.00449749178342847,0.00769230769230769,24.7051282051282,4.78065807730557,0.0397622329666535,0.0809791817735504,0.0377715691852678,"Mrap2",1,"Up","Control - Stress"
"GO:0009791","GO:0009791","post-embryonic development",0.111111111111111,0.00460128005535375,0.0075187969924812,24.1478696741855,4.72207834104727,0.0406629875106581,0.0818158905334928,0.0381618398958618,"Tbce",1,"Up","Control - Stress"
"GO:0007631","GO:0007631","feeding behavior",0.111111111111111,0.00470506832727902,0.00735294117647059,23.6151960784314,4.66539901432845,0.0415629909042855,0.0822481389379532,0.0383634559181124,"Mrap2",1,"Up","Control - Stress"
"GO:0043500","GO:0043500","muscle adaptation",0.111111111111111,0.00473966441792077,0.0072992700729927,23.4428223844282,4.6469102607986,0.0418628252079403,0.0822481389379532,0.0383634559181124,"Tbce",1,"Up","Control - Stress"
"GO:0008286","GO:0008286","insulin receptor signaling pathway",0.111111111111111,0.00480885659920429,0.00719424460431655,23.10551558753,4.61051750813734,0.0424622436956874,0.0824557522927883,0.0384602941674525,"Ptpn1",1,"Up","Control - Stress"
"GO:0046165","GO:0046165","alcohol biosynthetic process",0.111111111111111,0.00494724096177132,0.00699300699300699,22.4592074592075,4.53997562151938,0.0436600807608767,0.0838072814605334,0.0390906954180868,"Isyna1",1,"Up","Control - Stress"
"GO:0008277","GO:0008277","regulation of G protein-coupled receptor signaling pathway",0.111111111111111,0.00505102923369659,0.00684931506849315,21.9977168949772,4.48893149926331,0.0445575842768621,0.0845581428890451,0.0394409238814329,"Mrap2",1,"Up","Control - Stress"
"GO:1904375","GO:1904375","regulation of protein localization to cell periphery",0.111111111111111,0.00539699014011417,0.00641025641025641,20.5876068376068,4.32926001913569,0.0475438578959152,0.0885847675232861,0.0413190847571584,"Mrap2",1,"Up","Control - Stress"
"GO:0007189","GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway",0.111111111111111,0.0055353745026812,0.00625,20.0729166666667,4.26950287936398,0.0487360423459697,0.0885847675232861,0.0413190847571584,"Mrap2",1,"Up","Control - Stress"
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis",0.111111111111111,0.00556997059332295,0.0062111801242236,19.9482401656315,4.25490219148476,0.0490338811220657,0.0885847675232861,0.0413190847571584,"Tbce",1,"Up","Control - Stress"
"GO:0071902","GO:0071902","positive regulation of protein serine/threonine kinase activity",0.111111111111111,0.00560456668396471,0.00617283950617284,19.8251028806584,4.24043277753849,0.0493316370039857,0.0885847675232861,0.0413190847571584,"Ptpn1",1,"Up","Control - Stress"
"GO:2000058","GO:2000058","regulation of ubiquitin-dependent protein catabolic process",0.111111111111111,0.00560456668396471,0.00617283950617284,19.8251028806584,4.24043277753849,0.0493316370039857,0.0885847675232861,0.0413190847571584,"Usp5",1,"Up","Control - Stress"
"GO:0043405","GO:0043405","regulation of MAP kinase activity",0.111111111111111,0.00581214322781526,0.00595238095238095,19.1170634920635,4.15626373548367,0.0511164326480228,0.0908132367257426,0.0423585220151589,"Ptpn1",1,"Up","Control - Stress"
"GO:0006457","GO:0006457","protein folding",0.111111111111111,0.00595052759038229,0.00581395348837209,18.672480620155,4.10253803181201,0.0523046410827174,0.0919460532717242,0.0428869079237793,"Tbce",1,"Up","Control - Stress"
"GO:0033157","GO:0033157","regulation of intracellular protein transport",0.111111111111111,0.00612350804359107,0.00564971751412429,18.1450094161959,4.03787648165364,0.0537880416493134,0.0935687807857847,0.0436438057242236,"Ptpn1",1,"Up","Control - Stress"
"GO:0043409","GO:0043409","negative regulation of MAPK cascade",0.111111111111111,0.00622729631551635,0.00555555555555556,17.8425925925926,4.00033665950318,0.0546770909680995,0.094134785481161,0.0439078104355872,"Ptpn1",1,"Up","Control - Stress"
"GO:0050731","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation",0.111111111111111,0.00629648849679986,0.00549450549450549,17.6465201465201,3.97580998683153,0.0552693779237931,0.0941835317680963,0.0439305474367421,"Ptpn1",1,"Up","Control - Stress"
"GO:0006469","GO:0006469","negative regulation of protein kinase activity",0.111111111111111,0.00640027676872513,0.00540540540540541,17.3603603603604,3.93974285432603,0.0561571898742033,0.0947298051413328,0.0441853487580121,"Ptpn1",1,"Up","Control - Stress"
"GO:0061136","GO:0061136","regulation of proteasomal protein catabolic process",0.111111111111111,0.00646946895000865,0.0053475935828877,17.174688057041,3.91616503940743,0.0567486524201688,0.0947702495416819,0.0442042134641315,"Usp5",1,"Up","Control - Stress"
"GO:0098739","GO:0098739","import across plasma membrane",0.214285714285714,0.00723058294412731,0.0143540669856459,29.636021872864,9.14611908409358,0.000127892236232958,0.0117595010427381,0.00551647074087258,"Slc2a1/Kcnj9/Slc15a2",3,"Down","Control - Stress"
"GO:0006898","GO:0006898","receptor-mediated endocytosis",0.214285714285714,0.00944473274519979,0.010989010989011,22.6883830455259,7.92582284034626,0.000280811041652293,0.0172230772213407,0.00807947558438177,"Pld2/Lyve1/Fcer1g",3,"Down","Control - Stress"
"GO:0043306","GO:0043306","positive regulation of mast cell degranulation",0.142857142857143,0.000864902266043937,0.08,165.171428571429,18.0771804048757,6.49376893075335e-05,0.0117595010427381,0.00551647074087258,"Pld2/Fcer1g",2,"Down","Control - Stress"
"GO:0043302","GO:0043302","positive regulation of leukocyte degranulation",0.142857142857143,0.00128005535374503,0.0540540540540541,111.602316602317,14.8189844463171,0.000143683690849162,0.0117595010427381,0.00551647074087258,"Pld2/Fcer1g",2,"Down","Control - Stress"
"GO:0043304","GO:0043304","regulation of mast cell degranulation",0.142857142857143,0.00128005535374503,0.0540540540540541,111.602316602317,14.8189844463171,0.000143683690849162,0.0117595010427381,0.00551647074087258,"Pld2/Fcer1g",2,"Down","Control - Stress"
"GO:0042908","GO:0042908","xenobiotic transport",0.142857142857143,0.00134924753502854,0.0512820512820513,105.879120879121,14.4274554915642,0.000159775829385029,0.0117595010427381,0.00551647074087258,"Slc2a1/Slc15a2",2,"Down","Control - Stress"
"GO:0043300","GO:0043300","regulation of leukocyte degranulation",0.142857142857143,0.00193738107593842,0.0357142857142857,73.7372448979592,11.9935343606625,0.000330499335467834,0.0173748222074519,0.00815066030326689,"Pld2/Fcer1g",2,"Down","Control - Stress"
"GO:1903307","GO:1903307","positive regulation of regulated secretory pathway",0.142857142857143,0.00221414980107248,0.03125,64.5200892857143,11.1984427626215,0.000431697060464941,0.0182702003363755,0.00857068894498163,"Pld2/Fcer1g",2,"Down","Control - Stress"
"GO:0043303","GO:0043303","mast cell degranulation",0.142857142857143,0.00235253416363951,0.0294117647058824,60.7247899159664,10.8541483588661,0.000487261004515796,0.0182702003363755,0.00857068894498163,"Pld2/Fcer1g",2,"Down","Control - Stress"
"GO:0002448","GO:0002448","mast cell mediated immunity",0.142857142857143,0.00242172634492302,0.0285714285714286,58.9897959183673,10.6930679715115,0.00051627936165268,0.0182702003363755,0.00857068894498163,"Pld2/Fcer1g",2,"Down","Control - Stress"
"GO:0002279","GO:0002279","mast cell activation involved in immune response",0.142857142857143,0.00249091852620654,0.0277777777777778,57.3511904761905,10.5386779362456,0.000546120118750354,0.0182702003363755,0.00857068894498163,"Pld2/Fcer1g",2,"Down","Control - Stress"
"GO:0043299","GO:0043299","leukocyte degranulation",0.142857142857143,0.00332122470160872,0.0208333333333333,43.0133928571429,9.07655377025634,0.000967851826791778,0.0240884850143598,0.0113000902241276,"Pld2/Fcer1g",2,"Down","Control - Stress"
"GO:0045576","GO:0045576","mast cell activation",0.142857142857143,0.00335582079225048,0.0206185567010309,42.5699558173785,9.02756410086895,0.000987954353750944,0.0240884850143598,0.0113000902241276,"Pld2/Fcer1g",2,"Down","Control - Stress"
