"","symbol","logFC","P.Value","adj.P.Val","description","MEcolor","gene.signif.corr","gene.signif.corr.pval"
"23","Hnrnpr",-0.234546766246094,0.0082,0.975036798561151,"heterogeneous nuclear ribonucleoprotein R","blue",0.591353640136607,0.0124122036401149
"24","Mtdh",-0.148162450981824,0.0082,0.975036798561151,"metadherin","blue",0.54633337109958,0.0232651346982875
"25","Pir",-0.337889952557824,0.0084,0.975036798561151,"pirin","blue",0.546891748353703,0.0230962024728696
"26","Smc5",-0.369955346859747,0.0084,0.975036798561151,"structural maintenance of chromosomes 5","blue",0.601372763908914,0.0106620977269949
"27","Slc16a11",0.453060669750717,0.009,0.975036798561151,"solute carrier family 16 (monocarboxylic acid transporters), member 11","blue",-0.630602311303816,0.00664865898071048
"28","Selenot",0.108583332641915,0.01,0.975036798561151,"selenoprotein T","blue",-0.601559500650099,0.0106314518483084
"29","Erich1",-0.356614209287842,0.0106,0.975036798561151,"glutamate rich 1","blue",0.601095684420998,0.0107076993320461
"30","Mdga2",-0.485829562201934,0.011,0.975036798561151,"MAM domain containing glycosylphosphatidylinositol anchor 2","blue",0.684668003859865,0.00242794984479589
"31","Ammecr1l",-0.306822632053262,0.0118,0.975036798561151,"AMME chromosomal region gene 1-like","blue",0.551574409940354,0.0217167064172536
"32","Elovl6",-0.270162729711019,0.012,0.975036798561151,"ELOVL family member 6, elongation of long chain fatty acids (yeast)","blue",0.545430124020253,0.0235404335056225
"33","Vps37a",-0.496077465570572,0.0128,0.975036798561151,"vacuolar protein sorting 37A","blue",0.571172916220522,0.0166243203396102
"34","Kpna3",-0.260462428834086,0.013,0.975036798561151,"karyopherin (importin) alpha 3","blue",0.577737923802263,0.0151467601922729
"35","Rspry1",0.29502589455192,0.0134,0.975036798561151,"ring finger and SPRY domain containing 1","blue",-0.489458438037067,0.0461368085494084
"36","Zcchc9",0.220853305552445,0.0134,0.975036798561151,"zinc finger, CCHC domain containing 9","blue",-0.645432424207803,0.00513854729053608
"37","Gpam",0.298571339354918,0.0138,0.975036798561151,"glycerol-3-phosphate acyltransferase, mitochondrial","blue",-0.525644994757132,0.0302301109411148
"38","Tmtc1",-0.271712195367305,0.0142,0.975036798561151,"transmembrane and tetratricopeptide repeat containing 1","blue",0.627559059083136,0.00699864958194814
"39","Napa",0.229656644958175,0.015,0.975036798561151,"N-ethylmaleimide sensitive fusion protein attachment protein alpha","blue",-0.569238547174752,0.0170805771715396
"40","Actr1a",0.140159482754979,0.0154,0.975036798561151,"ARP1 actin-related protein 1A, centractin alpha","blue",-0.522320265917289,0.0314845185067418
"41","Cep295",-0.3780773916214,0.0158,0.975036798561151,"centrosomal protein 295","blue",0.586817866517297,0.0132757398087917
"42","Dnajc2",-0.18730297580735,0.016,0.975036798561151,"DnaJ heat shock protein family (Hsp40) member C2","blue",0.470856036509156,0.0564343522325906
"43","Mier3",-0.298403260701742,0.0168,0.975036798561151,"MIER family member 3","blue",0.584308560336911,0.0137734645231541
"44","Pin4",0.183770075985069,0.0168,0.975036798561151,"peptidyl-prolyl cis/trans isomerase, NIMA-interacting, 4 (parvulin)","blue",-0.650283037263098,0.00470974022628911
"45","Ssr3",0.199501766598069,0.0168,0.975036798561151,"signal sequence receptor, gamma","blue",-0.571378265929142,0.0165764522968096
"46","Scaf11",-0.292116340980005,0.017,0.975036798561151,"SR-related CTD-associated factor 11","blue",0.664528279821493,0.00361477454263205
"47","Brd3os",0.330632338131614,0.0172,0.975036798561151,"bromodomain containing 3, opposite strand","blue",-0.447693950804903,0.0715378997855338
"48","Dnajc1",-0.215703943012288,0.0174,0.975036798561151,"DnaJ heat shock protein family (Hsp40) member C1","blue",0.539515613436954,0.025406112537764
"49","Canx",-0.125054523923003,0.0182,0.975036798561151,"calnexin","blue",0.608923887628031,0.00947756462862101
"50","Gstm4",0.300975515615288,0.0184,0.975036798561151,"glutathione S-transferase, mu 4","blue",-0.493970394876507,0.0438680348889461
"51","Larp4b",-0.230434490423905,0.0184,0.975036798561151,"La ribonucleoprotein 4B","blue",0.612452686740185,0.00896125060945455
"52","Leo1",-0.245865122124765,0.0184,0.975036798561151,"Leo1, Paf1/RNA polymerase II complex component","blue",0.544942771349548,0.023690018935155
"53","Rev1",-0.37282936362234,0.0186,0.975036798561151,"REV1, DNA directed polymerase","blue",0.734062886069707,0.000794182755238415
"54","Exoc7",0.18124247510851,0.0196,0.975036798561151,"exocyst complex component 7","blue",-0.463663413436169,0.0608431357739478
"55","Git1",0.380472336720994,0.0196,0.975036798561151,"GIT ArfGAP 1","blue",-0.546254929898057,0.0232889430441543
"56","Pnisr",-0.253003122371135,0.0198,0.975036798561151,"PNN interacting serine/arginine-rich","blue",0.559789543131089,0.0194523063633965
"57","Lamp1",0.166695857698768,0.0206,0.975036798561151,"lysosomal-associated membrane protein 1","blue",-0.651470260113249,0.00460932559418602
"58","Cisd3",0.197581662004509,0.0208,0.975036798561151,"CDGSH iron sulfur domain 3","blue",-0.549907704706016,0.022200153830623
"59","Spns1",0.275402348782464,0.021,0.975036798561151,"spinster homolog 1","blue",-0.524246909154613,0.0307528345945263
"60","Lsm6",0.267136945559697,0.0212,0.975036798561151,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated","blue",-0.642478533500228,0.00541475408725593
"61","Lrp6",-0.368866049885788,0.0214,0.975036798561151,"low density lipoprotein receptor-related protein 6","blue",0.557834496827835,0.0199736550318481
"62","Kdm4a",-0.293791772998239,0.0216,0.975036798561151,"lysine (K)-specific demethylase 4A","blue",0.543197843112103,0.0242316532945036
"63","Tcerg1",-0.387131958365162,0.022,0.975036798561151,"transcription elongation regulator 1 (CA150)","blue",0.580338064618805,0.0145909952414604
"64","Sccpdh",0.151170532272745,0.0222,0.975036798561151,"saccharopine dehydrogenase (putative)","blue",-0.623325433604716,0.00750997150753222
"65","Pacs1",0.237829707054837,0.0224,0.975036798561151,"phosphofurin acidic cluster sorting protein 1","blue",-0.469694300886021,0.0571298234412261
"66","Kif2a",-0.237426676253243,0.0226,0.975036798561151,"kinesin family member 2A","blue",0.709367545702632,0.00142742194103364
"67","Rnf20",-0.354050593403051,0.0232,0.975036798561151,"ring finger protein 20","blue",0.619678561938516,0.0079740382807211
"68","Rasl10b",0.189937761562116,0.0248,0.975036798561151,"RAS-like, family 10, member B","blue",-0.588267660244089,0.012994717390972
"69","Tmem132b",-0.377710931690239,0.0248,0.975036798561151,"transmembrane protein 132B","blue",0.619505730670691,0.00799658760614098
"70","Atp6v1f",0.162015790079045,0.025,0.975036798561151,"ATPase, H+ transporting, lysosomal V1 subunit F","blue",-0.668852452159299,0.00332684535662843
"71","Ddx24",-0.126199896948449,0.025,0.975036798561151,"DEAD box helicase 24","blue",0.708789061430026,0.00144615218404617
"72","Nudt22",0.291343682693009,0.0256,0.975036798561151,"nudix (nucleoside diphosphate linked moiety X)-type motif 22","blue",-0.70966976740498,0.00141771622792383
"73","Adgrg1",0.150428545335217,0.0258,0.975036798561151,"adhesion G protein-coupled receptor G1","blue",-0.56835631681047,0.0172919013998709
"74","Mllt10",-0.205567052505268,0.0264,0.975036798561151,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10","blue",0.53096155702252,0.0283044298265281
"75","Terf1",-0.354238583853487,0.0278,0.975036798561151,"telomeric repeat binding factor 1","blue",0.588112882786933,0.0130244926055227
"76","Osbpl11",-0.39902851469989,0.0284,0.975036798561151,"oxysterol binding protein-like 11","blue",0.582706346438975,0.0140988928168502
"77","Pcnx4",-0.340131006883108,0.0284,0.975036798561151,"pecanex homolog 4","blue",0.598003200367254,0.0112272538611603
"78","Suco",-0.331541000111248,0.029,0.975036798561151,"SUN domain containing ossification factor","blue",0.595789641049976,0.011611279456275
"79","Ap2a1",0.146341042588963,0.0294,0.975036798561151,"adaptor-related protein complex 2, alpha 1 subunit","blue",-0.434787286378103,0.0811406608199376
"80","Ccdc66",-0.308422204388134,0.0294,0.975036798561151,"coiled-coil domain containing 66","blue",0.544514839887107,0.0238219730509858
"81","Trpm3",-0.195550988561758,0.0294,0.975036798561151,"transient receptor potential cation channel, subfamily M, member 3","blue",0.567762144609232,0.0174353772898995
"82","Fkbp4",0.173801386608303,0.0298,0.975036798561151,"FK506 binding protein 4","blue",-0.550559169202172,0.0220102027353567
"83","Zbed6",-0.57795792815528,0.0298,0.975036798561151,"zinc finger, BED type containing 6","blue",0.720540004228499,0.00110299113164577
"84","Utp11",-0.285983821175463,0.0302,0.975036798561151,"UTP11 small subunit processome component","blue",0.432947756019751,0.082581904458826
"85","Dido1",-0.376264222024588,0.0306,0.975036798561151,"death inducer-obliterator 1","blue",0.572034277959466,0.0164242572931779
"86","Clns1a",0.229093696878536,0.031,0.975036798561151,"chloride channel, nucleotide-sensitive, 1A","blue",-0.619604247503384,0.0079837278542271
"87","Ddx5",-0.230837585069772,0.0316,0.975036798561151,"DEAD box helicase 5","blue",0.631115862414336,0.0065910098010195
"88","Tle5",0.107103460325035,0.0316,0.975036798561151,"TLE family member 5, transcriptional modulator","blue",-0.506697833586178,0.0379214230626941
"89","Trmt112",0.17973378660873,0.0318,0.975036798561151,"tRNA methyltransferase 11-2","blue",-0.57389639515904,0.0159982177231985
"90","Gon4l",-0.286627065020509,0.0322,0.975036798561151,"gon-4-like (C.elegans)","blue",0.604140081284252,0.010215069084965
"91","Sun1",-0.29303309791316,0.0322,0.975036798561151,"Sad1 and UNC84 domain containing 1","blue",0.455401618330127,0.0662166515917682
"92","Ndufa3",0.184825214449321,0.0324,0.975036798561151,"NADH:ubiquinone oxidoreductase subunit A3","blue",-0.64853378462869,0.00486090726165308
"93","Pdzd2",0.226252747971727,0.0324,0.975036798561151,"PDZ domain containing 2","blue",-0.456829068345033,0.0652641150588724
"94","Bag4",-0.266682174918428,0.033,0.975036798561151,"BCL2-associated athanogene 4","blue",0.454508001408412,0.0668181544767518
"95","Jakmip2",-0.529700216609606,0.033,0.975036798561151,"janus kinase and microtubule interacting protein 2","blue",0.519590340325661,0.0325440459725181
"96","Bola1",0.292665859149272,0.0336,0.975036798561151,"bolA-like 1 (E. coli)","blue",-0.575587289577492,0.0156189229546604
"97","Usp16",-0.255911894869156,0.0338,0.975036798561151,"ubiquitin specific peptidase 16","blue",0.504761393779133,0.0387841738586757
"98","Ppil4",-0.328792968412537,0.0346,0.975036798561151,"peptidylprolyl isomerase (cyclophilin)-like 4","blue",0.572690742423157,0.0162730580560818
"99","Borcs7",0.214791630812024,0.0348,0.975036798561151,"BLOC-1 related complex subunit 7","blue",-0.48904443504584,0.0463493262323837
"100","Fnbp4",-0.529925097064838,0.0354,0.975036798561151,"formin binding protein 4","blue",0.583059608735237,0.014026625160124
"101","Capns1",0.181109687533991,0.0356,0.975036798561151,"calpain, small subunit 1","blue",-0.514820523412948,0.0344605975129901
"102","Nphp1",-0.310737128457732,0.0356,0.975036798561151,"nephronophthisis 1 (juvenile) homolog (human)","blue",0.533516616357912,0.0274133041189862
"103","Srsf1",0.142821755211481,0.0366,0.975036798561151,"serine and arginine-rich splicing factor 1","blue",-0.49755827515231,0.0421249044975357
"104","Dhx33",-0.188682541188497,0.0368,0.975036798561151,"DEAH (Asp-Glu-Ala-His) box polypeptide 33","blue",0.46071852889318,0.0627200111122637
"105","Ddx55",-0.253185601260194,0.037,0.975036798561151,"DEAD box helicase 55","blue",0.620402252784764,0.00788017013702171
"106","Utp6",-0.221753956850797,0.0376,0.975036798561151,"UTP6 small subunit processome component","blue",0.514018453619303,0.0347911678647094
"107","Chga",0.149027009380562,0.0378,0.975036798561151,"chromogranin A","blue",-0.443400790351178,0.0746343797378847
"108","Ecpas",-0.330283303889944,0.0382,0.975036798561151,"Ecm29 proteasome adaptor and scaffold","blue",0.628755470040836,0.00685933443481382
"109","Cpne1",-0.297243351215159,0.0384,0.975036798561151,"copine I","blue",0.547896779004393,0.0227945408353312
"110","Chgb",-0.265595315183296,0.039,0.975036798561151,"chromogranin B","blue",0.637254800520161,0.00593244774940697
"111","Nup50",0.233813259205998,0.0392,0.975036798561151,"nucleoporin 50","blue",-0.50328389620976,0.0394524206785495
"112","Cep290",-0.421830954573524,0.0394,0.975036798561151,"centrosomal protein 290","blue",0.628787881304958,0.00685559154284326
"113","Tefm",-0.424464827741256,0.0396,0.975036798561151,"transcription elongation factor, mitochondrial","blue",0.450493229149521,0.0695703049606864
"114","Cpsf7",-0.157360552812823,0.0402,0.975036798561151,"cleavage and polyadenylation specific factor 7","blue",0.503453645418232,0.0393752046181282
"115","Eif5a",0.165918025316961,0.0406,0.975036798561151,"eukaryotic translation initiation factor 5A","blue",-0.551435435735518,0.0217567015787791
"116","Gna11",0.224401094654021,0.0406,0.975036798561151,"guanine nucleotide binding protein, alpha 11","blue",-0.491039940275997,0.0453317381818353
"117","Gtpbp10",-0.164875013673219,0.0408,0.975036798561151,"GTP-binding protein 10 (putative)","blue",0.430553143633013,0.084485752650596
"118","R3hdm4",0.284005604240725,0.0408,0.975036798561151,"R3H domain containing 4","blue",-0.582908581816697,0.0140574852218231
"119","Chmp6",0.154872425051451,0.0412,0.975036798561151,"charged multivesicular body protein 6","blue",-0.701779509082746,0.00168963647495873
"120","Acad11",-0.344015759498801,0.042,0.975036798561151,"acyl-Coenzyme A dehydrogenase family, member 11","blue",0.388429280992228,0.123369351892875
"121","Gpx4",0.248686549308339,0.044,0.975036798561151,"glutathione peroxidase 4","blue",-0.561496504821347,0.0190058615720809
"122","Srrm1",-0.373940918486727,0.0456,0.975036798561151,"serine/arginine repetitive matrix 1","blue",0.605004614182661,0.0100785142772473
"123","Cast",-0.295812494720131,0.046,0.975036798561151,"calpastatin","blue",0.495663226349149,0.0430389320297705
"124","Nlgn1",-0.242758078651004,0.0462,0.975036798561151,"neuroligin 1","blue",0.530005572724879,0.028643524589419
"125","Mark3",-0.228182309654267,0.0464,0.975036798561151,"MAP/microtubule affinity regulating kinase 3","blue",0.530605432694534,0.0284303862723721
"126","Armh3",-0.268228576294471,0.0468,0.975036798561151,"armadillo-like helical domain containing 3","blue",0.663884342574805,0.00365933151590985
"127","Ranbp2",-0.288066914809725,0.047,0.975036798561151,"RAN binding protein 2","blue",0.523788931950837,0.0309255659782514
"128","Tspyl1",0.0754345268072107,0.047,0.975036798561151,"testis-specific protein, Y-encoded-like 1","blue",-0.537155502896461,0.0261817260090335
"129","Cebpz",-0.234948642702472,0.0474,0.975036798561151,"CCAAT/enhancer binding protein zeta","blue",0.49508303675071,0.0433217471504137
"130","Cops6",0.116535073606467,0.048,0.975036798561151,"COP9 signalosome subunit 6","blue",-0.531794857395985,0.0280113828462998
"131","Slc25a3",0.0669599922601574,0.0486,0.975036798561151,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3","blue",-0.529725568663307,0.0287434340998185
"132","Iws1",-0.254920184084759,0.0488,0.975036798561151,"IWS1, SUPT6 interacting protein","blue",0.544877368262829,0.023710149401135
"133","Pip4p1",0.161542775217569,0.0488,0.975036798561151,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1","blue",-0.430020373415277,0.0849136200040122
"134","Wnk1",-0.234604204685905,0.0488,0.975036798561151,"WNK lysine deficient protein kinase 1","blue",0.562269124156878,0.0188064405341729
"135","Pde6d",0.158401939236421,0.049,0.975036798561151,"phosphodiesterase 6D, cGMP-specific, rod, delta","blue",-0.583690564198829,0.0138982766189223
"136","Rsbn1l",0.208534314254842,0.049,0.975036798561151,"round spermatid basic protein 1-like","blue",-0.40930573917657,0.102791717025378
"137","Nemf",-0.196185584522878,0.0494,0.975036798561151,"nuclear export mediator factor","blue",0.525571481790795,0.0302574250980417
"138","Stim2",-0.306981243370559,0.0498,0.975036798561151,"stromal interaction molecule 2","blue",0.480896348772811,0.0506837562769781
"139","Pnrc2",-0.127099735936909,0.051,0.975036798561151,"proline-rich nuclear receptor coactivator 2","blue",0.376110227613499,0.136778860886135
"140","Rpl38",0.220447230507869,0.0514,0.975036798561151,"ribosomal protein L38","blue",-0.519409930681475,0.0326150157833463
"141","Serbp1",-0.199464360980752,0.0516,0.975036798561151,"serpine1 mRNA binding protein 1","blue",0.551308383759848,0.0217933157946915
"142","Snrpc",0.237769648055723,0.0516,0.975036798561151,"U1 small nuclear ribonucleoprotein C","blue",-0.572051532041092,0.0164202692054897
"143","Bicdl1",0.298685937336544,0.0522,0.975036798561151,"BICD family like cargo adaptor 1","blue",-0.398177661383992,0.113430779023144
"144","Rheb",0.224299784504749,0.0522,0.975036798561151,"Ras homolog enriched in brain","blue",-0.559026920772593,0.0196543933846171
"145","Dnajc10",-0.197166926051727,0.0532,0.975036798561151,"DnaJ heat shock protein family (Hsp40) member C10","blue",0.47582616156567,0.0535300008660559
"146","Gnl2",-0.236146082775329,0.0532,0.975036798561151,"guanine nucleotide binding protein-like 2 (nucleolar)","blue",0.507687437468868,0.0374861981594207
"147","Rnf216",0.149977759066675,0.0538,0.975036798561151,"ring finger protein 216","blue",-0.416288853023387,0.0964899741223274
"148","Epm2a",-0.214889488385292,0.054,0.975036798561151,"epilepsy, progressive myoclonic epilepsy, type 2 gene alpha","blue",0.49118015344446,0.0452608767656264
"149","Spice1",-0.312410658382226,0.0546,0.975036798561151,"spindle and centriole associated protein 1","blue",0.48786610792966,0.0469582260141352
"150","Mib1",0.295210936040467,0.0548,0.975036798561151,"MIB E3 ubiquitin protein ligase 1","blue",-0.603273627185507,0.0103534001973894
"151","Lrch3",-0.233146214462916,0.055,0.975036798561151,"leucine-rich repeats and calponin homology (CH) domain containing 3","blue",0.511291268093443,0.0359333136973729
"152","Casp8ap2",-0.407510806135511,0.0564,0.975036798561151,"caspase 8 associated protein 2","blue",0.637164451362886,0.00594173992057763
"153","Gripap1",-0.308445509287555,0.0568,0.975036798561151,"GRIP1 associated protein 1","blue",0.720067984049973,0.00111533948463072
"154","Optn",-0.25599467449794,0.057,0.975036798561151,"optineurin","blue",0.49781176569211,0.0420037630962114
"155","Gab2",-0.241149722608831,0.0574,0.975036798561151,"growth factor receptor bound protein 2-associated protein 2","blue",0.65360877587181,0.00443282307305296
"156","Kmt5b",-0.31846947877167,0.0574,0.975036798561151,"lysine methyltransferase 5B","blue",0.461134432751785,0.0624523765651366
"157","Nedd4",-0.224414617966319,0.0576,0.975036798561151,"neural precursor cell expressed, developmentally down-regulated 4","blue",0.561291123877784,0.0190591496223801
"158","Fbxo3",0.158187444479978,0.0582,0.975036798561151,"F-box protein 3","blue",-0.638872714587511,0.00576802052420958
"159","Gpld1",-0.28891026057598,0.0584,0.975036798561151,"glycosylphosphatidylinositol specific phospholipase D1","blue",0.485883825692624,0.0479961270398666
"160","Stambpl1",-0.278371391840878,0.0588,0.975036798561151,"STAM binding protein like 1","blue",0.471212919181512,0.0562219765726338
"161","Hectd1",-0.240141083548711,0.0596,0.975036798561151,"HECT domain E3 ubiquitin protein ligase 1","blue",0.602451973303552,0.0104859511903806
"162","Bdp1",-0.43336584871161,0.0598,0.975036798561151,"B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB","blue",0.593208326181349,0.0120721842004122
"163","Clcn6",0.271656239536555,0.06,0.975036798561151,"chloride channel, voltage-sensitive 6","blue",-0.342903357259033,0.177845806778201
"164","Kif5b",-0.147331958403415,0.06,0.975036798561151,"kinesin family member 5B","blue",0.615558816318707,0.00852558690100951
"165","Itih3",0.182561772766046,0.0606,0.975036798561151,"inter-alpha trypsin inhibitor, heavy chain 3","blue",-0.433096777159034,0.0824644623622891
"166","Rxrb",0.395526042991068,0.0606,0.975036798561151,"retinoid X receptor beta","blue",-0.53009281699762,0.0286124492865259
"167","Ddx42",-0.189588955739377,0.0612,0.975036798561151,"DEAD box helicase 42","blue",0.657182279731222,0.00415011848743303
"168","Sowaha",0.469020614802904,0.0614,0.975036798561151,"sosondowah ankyrin repeat domain family member A","blue",-0.389324039660312,0.122432630397384
"169","Smc6",-0.258810031902474,0.0616,0.975036798561151,"structural maintenance of chromosomes 6","blue",0.590500753093279,0.0125710863081384
"170","Mettl16",-0.181231819098971,0.0626,0.975036798561151,"methyltransferase like 16","blue",0.433283927036568,0.0823171430915977
"171","Trdmt1",0.29155342935763,0.063,0.975036798561151,"tRNA aspartic acid methyltransferase 1","blue",-0.34686664215171,0.172557366359134
"172","Atm",-0.355723470004715,0.0632,0.975036798561151,"ataxia telangiectasia mutated","blue",0.437158351757776,0.0793100351893272
"173","Bbs5",-0.305726893632694,0.0638,0.975036798561151,"Bardet-Biedl syndrome 5 (human)","blue",0.387017098374653,0.12485793619816
"174","Dmxl2",-0.320777204135131,0.0638,0.975036798561151,"Dmx-like 2","blue",0.501189967751974,0.0404143995779801
"175","Phkb",-0.182204911225986,0.064,0.975036798561151,"phosphorylase kinase beta","blue",0.392689294032112,0.118954105209632
"176","Usp32",-0.19988488713501,0.0642,0.975036798561151,"ubiquitin specific peptidase 32","blue",0.512373784176832,0.035476583599226
"177","Dennd2a",0.180979405317771,0.0646,0.975036798561151,"DENN/MADD domain containing 2A","blue",-0.402197084962837,0.109502222814746
"178","Txnl4a",0.136265928654942,0.0646,0.975036798561151,"thioredoxin-like 4A","blue",-0.406646831356169,0.105266472736822
"179","Arhgef25",0.226671951729034,0.0648,0.975036798561151,"Rho guanine nucleotide exchange factor (GEF) 25","blue",-0.407311238631959,0.104644154988571
"180","Nup88",-0.298840369456692,0.0648,0.975036798561151,"nucleoporin 88","blue",0.554849204955643,0.0207907057206205
"181","Poldip3",0.140303507474913,0.065,0.975036798561151,"polymerase (DNA-directed), delta interacting protein 3","blue",-0.527094598883894,0.0296953632794339
"182","Eif4ebp2",0.341204279518672,0.0656,0.975036798561151,"eukaryotic translation initiation factor 4E binding protein 2","blue",-0.555343560864406,0.0206536352362973
"183","Rsrc2",-0.224666323055224,0.0656,0.975036798561151,"arginine/serine-rich coiled-coil 2","blue",0.522463047017696,0.0314298405245081
"184","Tmem179b",0.246471672656349,0.0662,0.975036798561151,"transmembrane protein 179B","blue",-0.494390699662112,0.0436610645106139
"185","Zc3h13",-0.348874479084994,0.0664,0.975036798561151,"zinc finger CCCH type containing 13","blue",0.596646136000287,0.0114614717824466
"186","Uggt2",-0.276090701995649,0.0678,0.975036798561151,"UDP-glucose glycoprotein glucosyltransferase 2","blue",0.672746231505811,0.00308380498340197
"187","Vps8",0.224559636464424,0.0682,0.975036798561151,"VPS8 CORVET complex subunit","blue",-0.518666465353452,0.0329087329787028
"188","Tmem120a",0.242845943830502,0.0684,0.975036798561151,"transmembrane protein 120A","blue",-0.420915350460999,0.0924703574576798
"189","Suz12",-0.396667128851491,0.0692,0.975036798561151,"SUZ12 polycomb repressive complex 2 subunit","blue",0.498339193333294,0.0417525544388917
"190","Peli1",-0.20212629386394,0.0694,0.975036798561151,"pellino 1","blue",0.531518457031808,0.0281083241844276
"191","Smpd3",-0.273488439252262,0.0694,0.975036798561151,"sphingomyelin phosphodiesterase 3, neutral","blue",0.595958442339847,0.0115816326152906
"192","Ubr3",-0.237975730723485,0.0694,0.975036798561151,"ubiquitin protein ligase E3 component n-recognin 3","blue",0.587584112236747,0.0131266216337043
"193","Rbm10",-0.134702196500909,0.0696,0.975036798561151,"RNA binding motif protein 10","blue",0.422615758537798,0.0910237032259106
"194","Sgip1",-0.248075656929167,0.07,0.975036798561151,"SH3-domain GRB2-like (endophilin) interacting protein 1","blue",0.591987924098942,0.0122950781861579
"195","Gpbp1",-0.112268900756336,0.071,0.975036798561151,"GC-rich promoter binding protein 1","blue",0.340423341255097,0.181209399032793
"196","Usp12",0.216438271867331,0.071,0.975036798561151,"ubiquitin specific peptidase 12","blue",-0.427121150308986,0.0872695120868395
"197","Ddx23",-0.165727244591682,0.0712,0.975036798561151,"DEAD box helicase 23","blue",0.449215362363474,0.0704635133339635
"198","Gpatch11",-0.258906152589965,0.0714,0.975036798561151,"G patch domain containing 11","blue",0.470746389454148,0.0564997214203429
"199","Hilpda",0.26454860317515,0.0726,0.975036798561151,"hypoxia inducible lipid droplet associated","blue",-0.519841864794592,0.032445298433613
"200","Zfyve9",-0.47337361332281,0.0726,0.975036798561151,"zinc finger, FYVE domain containing 9","blue",0.391402891846112,0.120275515740406
"201","Ppp1r12a",-0.229778301874215,0.0728,0.975036798561151,"protein phosphatase 1, regulatory subunit 12A","blue",0.471249479881035,0.0562002535055168
"202","Ift43",0.296170587502908,0.0734,0.975036798561151,"intraflagellar transport 43","blue",-0.406748560438538,0.105171018065778
"203","Mob2",0.151338079261076,0.0738,0.975036798561151,"MOB kinase activator 2","blue",-0.514074718065759,0.0347678999732083
