"","symbol","logFC","P.Value","adj.P.Val","description","MEcolor","gene.signif.corr","gene.signif.corr.pval"
"14","Elof1",0.191958057971922,0.0366,0.975036798561151,"ELF1 homolog, elongation factor 1","yellow",-0.509763708662497,0.036585427129961
"15","Atp13a2",0.160648611536402,0.0368,0.975036798561151,"ATPase type 13A2","yellow",-0.4229749371262,0.0907202212107937
"16","Med9",0.327433203434151,0.0384,0.975036798561151,"mediator complex subunit 9","yellow",-0.513582019711909,0.0349720572047169
"17","Penk",0.283414418310581,0.0474,0.975036798561151,"preproenkephalin","yellow",-0.543107856579734,0.0242598435773885
"18","Prpf6",-0.166349867876132,0.0484,0.975036798561151,"pre-mRNA splicing factor 6","yellow",0.476606851974413,0.0530841453316532
"19","Bpgm",0.119889078728934,0.0486,0.975036798561151,"2,3-bisphosphoglycerate mutase","yellow",-0.596977443674985,0.0114039364550178
"20","Usp3",0.329849814998646,0.0496,0.975036798561151,"ubiquitin specific peptidase 3","yellow",-0.461914701116262,0.0619525547199635
"21","Cdc34",0.346132454522835,0.051,0.975036798561151,"cell division cycle 34","yellow",-0.438258071028514,0.0784712584106244
"22","Rasl11b",0.329191520088664,0.0518,0.975036798561151,"RAS-like, family 11, member B","yellow",-0.621727377064015,0.00771058495772125
"23","Ppp1r35",0.174830909404662,0.0522,0.975036798561151,"protein phosphatase 1, regulatory subunit 35","yellow",-0.518090024384798,0.0331378552963494
"24","Cttnbp2nl",-0.221263113577129,0.0546,0.975036798561151,"CTTNBP2 N-terminal like","yellow",0.487536944544753,0.047129391833325
"25","Ubxn6",0.155905776155165,0.0584,0.975036798561151,"UBX domain protein 6","yellow",-0.513158857748072,0.0351481306432331
"26","Mib2",0.203217204487743,0.0688,0.975036798561151,"mindbomb E3 ubiquitin protein ligase 2","yellow",-0.345666221341115,0.174147901286477
"27","Sh2d5",-0.247590966658645,0.0698,0.975036798561151,"SH2 domain containing 5","yellow",0.532329558643333,0.0278245799170299
"28","Fry",-0.160389746715349,0.07,0.975036798561151,"FRY microtubule binding protein","yellow",0.389724987534318,0.122014497231061
"29","Fxyd7",0.159351741926608,0.0706,0.975036798561151,"FXYD domain-containing ion transport regulator 7","yellow",-0.414646354629897,0.0979466539579601
"30","Rnf139",-0.194371718101157,0.0714,0.975036798561151,"ring finger protein 139","yellow",0.371533079592619,0.142008080308377
"31","Zcchc10",0.296091264265287,0.0738,0.975036798561151,"zinc finger, CCHC domain containing 10","yellow",-0.479759979030326,0.0513115833489833
"32","Apbb2",-0.235181327862275,0.0744,0.975036798561151,"amyloid beta (A4) precursor protein-binding, family B, member 2","yellow",0.532871147021094,0.0276363516249657
"33","Ap2s1",0.163485495188682,0.0748,0.975036798561151,"adaptor-related protein complex 2, sigma 1 subunit","yellow",-0.454842814224157,0.0665923187802831
"34","Cwc22",-0.330711803753514,0.0748,0.975036798561151,"CWC22 spliceosome-associated protein","yellow",0.476277435875129,0.0532719363935183
"35","Cyth2",0.20545413181078,0.076,0.975036798561151,"cytohesin 2","yellow",-0.55769462633853,0.0200113678296279
"36","Pold2",0.303629309226013,0.0778,0.975036798561151,"polymerase (DNA directed), delta 2, regulatory subunit","yellow",-0.393287198481556,0.118343410356392
"37","Gclc",-0.181666580228662,0.0806,0.975036798561151,"glutamate-cysteine ligase, catalytic subunit","yellow",0.302783238531212,0.237483018400876
"38","Pex6",0.220608123102856,0.0872,0.975036798561151,"peroxisomal biogenesis factor 6","yellow",-0.460956923419413,0.0625665004076001
"39","Commd3",0.169131491849153,0.0898,0.975036798561151,"COMM domain containing 3","yellow",-0.481105099671397,0.0505690533988914
"40","Csk",-0.14698615087354,0.0944,0.975036798561151,"c-src tyrosine kinase","yellow",0.386328637257122,0.125588171110899
"41","Gng2",0.0996325629654642,0.0972,0.975036798561151,"guanine nucleotide binding protein (G protein), gamma 2","yellow",-0.573438285138401,0.0161022152179377
"42","Dpcd",0.13648119365699,0.102,0.975036798561151,"deleted in primary ciliary dyskinesia","yellow",-0.429605886812844,0.0852475770109583
"43","Psmb5",0.118791254092512,0.1022,0.975036798561151,"proteasome (prosome, macropain) subunit, beta type 5","yellow",-0.520320978725445,0.0322578354618881
"44","Zbtb45",-0.195884433251659,0.1064,0.975036798561151,"zinc finger and BTB domain containing 45","yellow",0.329096490332219,0.197107869360362
"45","Fam76b",0.274952129019041,0.1092,0.975036798561151,"family with sequence similarity 76, member B","yellow",-0.414689315078044,0.0979083546226407
"46","Fbxl15",0.155773978589474,0.1112,0.975036798561151,"F-box and leucine-rich repeat protein 15","yellow",-0.481807291960116,0.050184645851598
"47","Krtcap2",0.1316899952971,0.112,0.975036798561151,"keratinocyte associated protein 2","yellow",-0.39310853739206,0.118525662277582
"48","Hace1",-0.384750347382964,0.1122,0.975036798561151,"HECT domain and ankyrin repeat containing, E3 ubiquitin protein ligase 1","yellow",0.339127125152653,0.18298413933273
"49","Jade1",-0.228415082540203,0.113,0.975036798561151,"jade family PHD finger 1","yellow",0.294555812738744,0.251105522535837
"50","Psme1",0.125299340640824,0.1142,0.975036798561151,"proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)","yellow",-0.504813020877629,0.0387609803928889
"51","Gpn2",0.205250322067092,0.115,0.975036798561151,"GPN-loop GTPase 2","yellow",-0.447053680474831,0.0719936170461774
"52","Leprotl1",0.144410723977709,0.1168,0.975036798561151,"leptin receptor overlapping transcript-like 1","yellow",-0.389982907879265,0.121746050752529
"53","Fer",-0.402576923997145,0.1246,0.975036798561151,"fer (fms/fps related) protein kinase","yellow",0.386230207029791,0.12569281666363
"54","Arfgef1",-0.175971227363682,0.1256,0.975036798561151,"ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)","yellow",0.339397869794912,0.182612494596297
"55","Slc39a11",-0.198410896951946,0.127,0.975036798561151,"solute carrier family 39 (metal ion transporter), member 11","yellow",0.389381184883257,0.122372974673292
"56","Rufy2",-0.266272431719219,0.1296,0.975036798561151,"RUN and FYVE domain-containing 2","yellow",0.434797371199521,0.081132810233422
"57","Ndufa7",0.10997983773103,0.135,0.975036798561151,"NADH:ubiquinone oxidoreductase subunit A7","yellow",-0.43563056669938,0.0804861086694126
"58","Serp2",0.12450335942677,0.136,0.975036798561151,"stress-associated endoplasmic reticulum protein family member 2","yellow",-0.450421581454435,0.0696201642652868
"59","Gstk1",0.16252978463515,0.1374,0.975036798561151,"glutathione S-transferase kappa 1","yellow",-0.374473854909168,0.138632833841705
"60","Ndufa11",0.146786954832582,0.141,0.975036798561151,"NADH:ubiquinone oxidoreductase subunit A11","yellow",-0.551590719339557,0.0217120165157234
"61","Tsfm",0.127908453271409,0.1456,0.975036798561151,"Ts translation elongation factor, mitochondrial","yellow",-0.420390251981971,0.0929204152270316
"62","Rpp25l",0.188823007177731,0.1476,0.975036798561151,"ribonuclease P/MRP 25 subunit-like","yellow",-0.45690271431023,0.0652152470113415
"63","Epb41l1",-0.103361037582768,0.1482,0.975036798561151,"erythrocyte membrane protein band 4.1 like 1","yellow",0.459015178360164,0.0638249798866597
"64","Fbxo16",0.26601108691624,0.154,0.975036798561151,"F-box protein 16","yellow",-0.401978444949333,0.109713408561469
"65","Rgs20",0.208008728247072,0.1542,0.975036798561151,"regulator of G-protein signaling 20","yellow",-0.438451359424833,0.0783245039352789
"66","Txnl4b",0.175548618572947,0.1542,0.975036798561151,"thioredoxin-like 4B","yellow",-0.415607602073142,0.0970922587223909
"67","Gga1",0.196021719727134,0.1546,0.975036798561151,"golgi associated, gamma adaptin ear containing, ARF binding protein 1","yellow",-0.419223245990641,0.0939262781568824
"68","Zkscan5",-0.346600450990869,0.1566,0.975036798561151,"zinc finger with KRAB and SCAN domains 5","yellow",0.352720403694925,0.164940719614327
"69","Gipc1",0.241800429832281,0.1576,0.975036798561151,"GIPC PDZ domain containing family, member 1","yellow",-0.386372810535162,0.125541228296796
"70","Dctn3",0.103145730165282,0.1592,0.975036798561151,"dynactin 3","yellow",-0.486450529687144,0.0476976636296113
"71","Rpsa",0.0952221574568437,0.1606,0.975036798561151,"ribosomal protein SA","yellow",-0.489305733701043,0.0462151097272362
"72","Naa10",0.169301784606573,0.1642,0.975036798561151,"N(alpha)-acetyltransferase 10, NatA catalytic subunit","yellow",-0.512868578893084,0.03526930357578
"73","Mrpl34",0.141762613499981,0.1688,0.975036798561151,"mitochondrial ribosomal protein L34","yellow",-0.486496392902815,0.0476735702553065
"74","Gadd45gip1",0.0973857047237798,0.1716,0.975036798561151,"growth arrest and DNA-damage-inducible, gamma interacting protein 1","yellow",-0.378535200880648,0.134063029281165
"75","Sntg1",-0.301755859343696,0.1756,0.975036798561151,"syntrophin, gamma 1","yellow",0.349376818141128,0.169262943729953
"76","Septin8",-0.109111059710973,0.1774,0.975036798561151,"septin 8","yellow",0.39304087457194,0.118594736430307
"77","Ubtf",-0.103064278287204,0.1778,0.975036798561151,"upstream binding transcription factor, RNA polymerase I","yellow",0.407157582291377,0.104787844337545
"78","Msantd2",-0.229486460611826,0.18,0.975036798561151,"Myb/SANT-like DNA-binding domain containing 2","yellow",0.469026329425448,0.0575325805230017
"79","Emsy",-0.132292782448818,0.1802,0.975036798561151,"EMSY, BRCA2-interacting transcriptional repressor","yellow",0.32561971016285,0.202165524018266
"80","Arpc4",0.102742242860455,0.1814,0.975036798561151,"actin related protein 2/3 complex, subunit 4","yellow",-0.305305294143324,0.233402753847413
"81","Ccs",0.230376335436908,0.182,0.975036798561151,"copper chaperone for superoxide dismutase","yellow",-0.393511501896442,0.118114877435999
"82","Cdc37",0.152420375690636,0.1824,0.975036798561151,"cell division cycle 37","yellow",-0.41138552223269,0.100885061088867
"83","Vps26b",0.126800120674751,0.184,0.975036798561151,"VPS26 retromer complex component B","yellow",-0.274121532038418,0.287008037670501
"84","Dpm2",0.107172813536375,0.1914,0.975036798561151,"dolichol-phosphate (beta-D) mannosyltransferase 2","yellow",-0.422304863238708,0.0912869784114781
"85","Csgalnact2",-0.197915577366821,0.196,0.975036798561151,"chondroitin sulfate N-acetylgalactosaminyltransferase 2","yellow",0.35187218304954,0.166030089310937
"86","Hk1",-0.100565432396006,0.1988,0.975036798561151,"hexokinase 1","yellow",0.33139484060869,0.193810424901498
"87","Coprs",0.097336505918201,0.2048,0.975036798561151,"coordinator of PRMT5, differentiation stimulator","yellow",-0.288902618779672,0.260742861321651
"88","Pigf",0.121961534450098,0.205,0.975036798561151,"phosphatidylinositol glycan anchor biosynthesis, class F","yellow",-0.438275865983289,0.0784577392035751
"89","Nfix",-0.328418041976648,0.2074,0.975036798561151,"nuclear factor I/X","yellow",0.492848365046495,0.0444241853526108
"90","Psme3",-0.069647140446798,0.2098,0.975036798561151,"proteaseome (prosome, macropain) activator subunit 3 (PA28 gamma, Ki)","yellow",0.264077440022168,0.305734702273803
"91","Copz1",0.134224034085969,0.2104,0.975036798561151,"coatomer protein complex, subunit zeta 1","yellow",-0.428754767362672,0.0859363123385615
"92","Ncor1",-0.122014044859879,0.2114,0.975036798561151,"nuclear receptor co-repressor 1","yellow",0.489874112468967,0.0459241722605697
"93","Hook3",-0.156497449258651,0.2126,0.975036798561151,"hook microtubule tethering protein 3","yellow",0.409446960667388,0.102661445540088
"94","Nfu1",0.131608759945082,0.213,0.975036798561151,"NFU1 iron-sulfur cluster scaffold","yellow",-0.30922201275848,0.227154937022285
"95","Rnf126",0.140411647680092,0.2172,0.975036798561151,"ring finger protein 126","yellow",-0.318162515418038,0.213296942325852
"96","Pgap3",0.242700689330472,0.2202,0.975036798561151,"post-GPI attachment to proteins 3","yellow",-0.423430165064782,0.0903366313995118
"97","Oxsm",0.186330044646234,0.2262,0.975036798561151,"3-oxoacyl-ACP synthase, mitochondrial","yellow",-0.298922875335525,0.243815295290035
"98","Mif",0.0951934111648995,0.228,0.975036798561151,"macrophage migration inhibitory factor (glycosylation-inhibiting factor)","yellow",-0.438400757204912,0.0783629044048629
"99","Arpc5l",0.145157023678255,0.2286,0.975036798561151,"actin related protein 2/3 complex, subunit 5-like","yellow",-0.320910645897489,0.209149684431991
"100","Acvr2a",-0.168195875094708,0.2288,0.975036798561151,"activin receptor IIA","yellow",0.204322482568221,0.431500102390701
"101","Asb13",-0.208267232488926,0.2288,0.975036798561151,"ankyrin repeat and SOCS box-containing 13","yellow",0.256207940143217,0.320901251350744
"102","Ttc17",0.179790647525987,0.2292,0.975036798561151,"tetratricopeptide repeat domain 17","yellow",-0.235258521858037,0.363369827631276
"103","Arf1",0.0805421147913634,0.2304,0.975036798561151,"ADP-ribosylation factor 1","yellow",-0.275733337612694,0.284069031639711
"104","Polr2f",0.0797526401233526,0.2304,0.975036798561151,"polymerase (RNA) II (DNA directed) polypeptide F","yellow",-0.475158252730245,0.0539136620790785
"105","Tsen34",0.0593004024291268,0.2314,0.975036798561151,"tRNA splicing endonuclease subunit 34","yellow",-0.349312128655755,0.16934730968056
"106","Alg3",0.321960302819402,0.2322,0.975036798561151,"asparagine-linked glycosylation 3 (alpha-1,3-mannosyltransferase)","yellow",-0.342610204414809,0.178241218418586
"107","Cep57",-0.163682419453173,0.242,0.975036798561151,"centrosomal protein 57","yellow",0.18160554025711,0.485440208762048
"108","Cct4",0.0681683326020135,0.243,0.975036798561151,"chaperonin containing Tcp1, subunit 4 (delta)","yellow",-0.364848237969188,0.14988969202747
"109","Pik3c3",-0.150421389869015,0.2444,0.975036798561151,"phosphatidylinositol 3-kinase catalytic subunit type 3","yellow",0.286465094444929,0.264967941736493
"110","Mrps26",0.0884836341229303,0.2506,0.975036798561151,"mitochondrial ribosomal protein S26","yellow",-0.278852247715281,0.278433966497874
"111","Synrg",-0.128660115976921,0.2542,0.975036798561151,"synergin, gamma","yellow",0.371760194240453,0.141745417759995
"112","Phpt1",0.108306260137796,0.2564,0.975036798561151,"phosphohistidine phosphatase 1","yellow",-0.450046425911507,0.069881662014853
"113","Fam89b",0.109674838635708,0.258,0.975036798561151,"family with sequence similarity 89, member B","yellow",-0.437152601852551,0.0793144378251342
"114","Polr3c",-0.164267124609731,0.2602,0.975036798561151,"polymerase (RNA) III (DNA directed) polypeptide C","yellow",0.226710351547502,0.381560093309399
"115","Mgat1",0.0983622211488777,0.265,0.975036798561151,"mannoside acetylglucosaminyltransferase 1","yellow",-0.294653268217862,0.250941364309371
"116","Otud7b",-0.128295976004855,0.27,0.975036798561151,"OTU domain containing 7B","yellow",0.372163654222499,0.141279632762468
"117","Odc1",0.0894357581251288,0.271,0.975036798561151,"ornithine decarboxylase, structural 1","yellow",-0.301044798180734,0.240321627491475
"118","Clstn3",-0.1655700478551,0.2726,0.975036798561151,"calsyntenin 3","yellow",0.392834939750617,0.118805140555933
"119","Ddx27",-0.147415445333195,0.2758,0.975036798561151,"DEAD box helicase 27","yellow",0.298144837463839,0.245104267279449
"120","Osbpl8",-0.156897830833095,0.2766,0.975036798561151,"oxysterol binding protein-like 8","yellow",0.285282431524153,0.267033038305215
"121","Mlycd",0.176188630089544,0.2806,0.975036798561151,"malonyl-CoA decarboxylase","yellow",-0.300297912053098,0.241547724962046
"122","Opa1",-0.118176616560318,0.2834,0.975036798561151,"OPA1, mitochondrial dynamin like GTPase","yellow",0.500124449132294,0.0409106908351238
"123","Twf1",0.113081796362234,0.2834,0.975036798561151,"twinfilin actin binding protein 1","yellow",-0.349268633382839,0.169404050692239
"124","Arl6ip1",0.057994569835131,0.2924,0.975036798561151,"ADP-ribosylation factor-like 6 interacting protein 1","yellow",-0.361616256107681,0.153805348031962
"125","Mob1b",-0.147570316267488,0.2936,0.975036798561151,"MOB kinase activator 1B","yellow",0.14329810110834,0.583228767945067
"126","Frmd3",-0.224675933275635,0.2978,0.975036798561151,"FERM domain containing 3","yellow",0.267112654692601,0.300000946715632
"127","Snu13",0.0716336954263959,0.2978,0.975036798561151,"SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)","yellow",-0.318700620424079,0.212480725158241
"128","Tpgs1",0.163047828056753,0.3008,0.975036798561151,"tubulin polyglutamylase complex subunit 1","yellow",-0.342761338358331,0.178037292216655
"129","Nav1",-0.126892261681341,0.3014,0.975036798561151,"neuron navigator 1","yellow",0.544969589934162,0.02368176825699
"130","Ehmt1",-0.188614464529674,0.3024,0.975036798561151,"euchromatic histone methyltransferase 1","yellow",0.31833983950943,0.213027747196856
"131","Elmo2",-0.154392986090779,0.3062,0.975036798561151,"engulfment and cell motility 2","yellow",0.315392146229426,0.217531185980655
"132","Slc25a11",0.0724184979629463,0.3064,0.975036798561151,"solute carrier family 25 (mitochondrial carrier oxoglutarate carrier), member 11","yellow",-0.28966359982656,0.259432416711782
"133","Trir",0.0891202547521672,0.309,0.975036798561151,"telomerase RNA component interacting RNase","yellow",-0.370710915147021,0.142961727819682
"134","Cnot4",-0.118665569953726,0.31,0.975036798561151,"CCR4-NOT transcription complex, subunit 4","yellow",0.170561048982956,0.512790902254702
"135","Gpalpp1",-0.135817960714087,0.3106,0.975036798561151,"GPALPP motifs containing 1","yellow",0.282770359744685,0.271452262474849
"136","Oser1",0.114300271015373,0.3128,0.975036798561151,"oxidative stress responsive serine rich 1","yellow",-0.357114607187842,0.15937439270625
"137","Med10",0.115809870735971,0.3156,0.975036798561151,"mediator complex subunit 10","yellow",-0.314468700843112,0.218954522207108
"138","Abtb1",0.161021291898385,0.3168,0.975036798561151,"ankyrin repeat and  BTB (POZ) domain containing 1","yellow",-0.32977279240536,0.196133785772388
"139","Micu3",-0.0931874059112694,0.326,0.975036798561151,"mitochondrial calcium uptake family, member 3","yellow",0.289449450239232,0.259800778404867
"140","Ccdc90b",0.186332164434454,0.3294,0.975036798561151,"coiled-coil domain containing 90B","yellow",-0.423795453325462,0.0900296734373279
"141","Cct3",0.0624801622329443,0.335,0.975036798561151,"chaperonin containing Tcp1, subunit 3 (gamma)","yellow",-0.290676396107384,0.257694682831025
"142","Tmem258",0.0814562636749478,0.336,0.975036798561151,"transmembrane protein 258","yellow",-0.433170648481827,0.0824062900425721
"143","Fkbp8",0.0563464301204863,0.3362,0.975036798561151,"FK506 binding protein 8","yellow",-0.271566942747229,0.29170363989843
"144","Vcpkmt",0.163193402842558,0.3362,0.975036798561151,"valosin containing protein lysine (K) methyltransferase","yellow",-0.363190215475057,0.151889843187345
"145","Herpud2",-0.0940920703611665,0.3382,0.975036798561151,"HERPUD family member 2","yellow",0.206172652316592,0.427249340617042
"146","Nop16",0.125235628243094,0.3452,0.975036798561151,"NOP16 nucleolar protein","yellow",-0.359093055769244,0.156910262629779
"147","Rpl39",-0.104671154772333,0.3476,0.975036798561151,"ribosomal protein L39","yellow",-0.0211199366777271,0.935875236108201
"148","Chic2",0.133829423887671,0.349,0.975036798561151,"cysteine-rich hydrophobic domain 2","yellow",-0.267100951541238,0.300022930681429
"149","Frrs1l",-0.0744695222467859,0.354,0.975036798561151,"ferric-chelate reductase 1 like","yellow",0.304347350050948,0.234947268964037
"150","Dop1a",-0.134612390869402,0.3546,0.975036798561151,"DOP1 leucine zipper like protein A","yellow",0.522202335330182,0.0315297349971417
"151","Kras",-0.0519019434574268,0.3566,0.975036798561151,"Kirsten rat sarcoma viral oncogene homolog","yellow",0.335458819563452,0.188069042209249
"152","Thop1",0.164255365703265,0.3566,0.975036798561151,"thimet oligopeptidase 1","yellow",-0.329312354962012,0.19679661383619
"153","Lsm7",0.0876155666886165,0.3594,0.975036798561151,"LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated","yellow",-0.35827153287691,0.157930297495387
"154","Arl3",-0.0472675698885334,0.3616,0.975036798561151,"ADP-ribosylation factor-like 3","yellow",0.00291705956495211,0.991134768652056
"155","Mrnip",0.116891217963241,0.3636,0.975036798561151,"MRN complex interacting protein","yellow",-0.268578558932615,0.297254905316162
"156","Psmg3",0.111292600947827,0.3638,0.975036798561151,"proteasome (prosome, macropain) assembly chaperone 3","yellow",-0.431676402215063,0.083588783792059
"157","Trappc6a",0.148904549077149,0.3654,0.975036798561151,"trafficking protein particle complex 6A","yellow",-0.344911309593141,0.175153150050678
"158","Mpdz",-0.0818847823982258,0.3672,0.975036798561151,"multiple PDZ domain crumbs cell polarity complex component","yellow",0.314157009607062,0.219436290639786
"159","Frat1",0.156186795969942,0.3708,0.975036798561151,"frequently rearranged in advanced T cell lymphomas","yellow",-0.255089622501092,0.323091621073401
"160","Hexb",-0.0893138785162462,0.3718,0.975036798561151,"hexosaminidase B","yellow",0.0372216220092755,0.887216534849836
"161","Ptges3",-0.218680986724357,0.3734,0.975036798561151,"prostaglandin E synthase 3","yellow",0.272913879639828,0.289222099935636
"162","Lhfpl3",-0.13979764259848,0.3756,0.975036798561151,"lipoma HMGIC fusion partner-like 3","yellow",0.384238185838238,0.127823709607568
"163","Usp42",-0.144453735008444,0.3762,0.975036798561151,"ubiquitin specific peptidase 42","yellow",0.277835685450988,0.280263092280209
"164","Sae1",-0.0878247584678356,0.3774,0.975036798561151,"SUMO1 activating enzyme subunit 1","yellow",0.299869301241201,0.242253114996263
"165","Sdc3",-0.0929480064127866,0.3818,0.975036798561151,"syndecan 3","yellow",0.262372204021565,0.308984368691748
"166","Nuak1",-0.0753814588708446,0.3846,0.975036798561151,"NUAK family, SNF1-like kinase, 1","yellow",0.240350717077265,0.352769353275488
"167","Akap11",-0.0645039911524234,0.3912,0.975036798561151,"A kinase (PRKA) anchor protein 11","yellow",0.477645741238292,0.0524951435941113
"168","Rbm8a",0.0591302883525175,0.401,0.9752402813442,"RNA binding motif protein 8a","yellow",-0.262973801959932,0.307835578271551
"169","Sar1a",0.0697253572357601,0.4014,0.9752402813442,"secretion associated Ras related GTPase 1A","yellow",-0.267699396063844,0.298900006603256
"170","Mcrip1",0.117801114105741,0.4016,0.9752402813442,"MAPK regulated corepressor interacting protein 1","yellow",-0.174666224124389,0.502541625687088
"171","Alkbh5",0.103754007492938,0.4056,0.9752402813442,"alkB homolog 5, RNA demethylase","yellow",-0.137652218658654,0.598302346456704
"172","Hmbs",0.139857686527295,0.4062,0.9752402813442,"hydroxymethylbilane synthase","yellow",-0.310378207037926,0.225331238434006
"173","Sugt1",-0.074557368533938,0.4072,0.9752402813442,"SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)","yellow",0.253155261264719,0.326900864752355
"174","Brk1",0.0576766782580922,0.4106,0.9752402813442,"BRICK1, SCAR/WAVE actin-nucleating complex subunit","yellow",-0.453890858540603,0.0672359034725513
"175","Dmac2",0.0695058692975294,0.4176,0.9752402813442,"distal membrane arm assembly complex 2","yellow",-0.304530255647927,0.23465186682213
"176","Dipk1b",0.06786098454588,0.419,0.9752402813442,"divergent protein kinase domain 1B","yellow",-0.287242748087127,0.263615435243652
"177","Uchl3",0.0620876988917596,0.4192,0.9752402813442,"ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase)","yellow",-0.274527299357238,0.286266426616861
"178","Ube2v1",0.0586914162909489,0.425,0.9752402813442,"ubiquitin-conjugating enzyme E2 variant 1","yellow",-0.225671726926446,0.383803761288889
"179","Sec24b",-0.108705967117305,0.4322,0.9752402813442,"Sec24 related gene family, member B (S. cerevisiae)","yellow",0.146545379997523,0.574631681973779
"180","Hypk",0.050362510485618,0.4338,0.9752402813442,"huntingtin interacting protein K","yellow",-0.412096128395453,0.100239427862697
"181","Lypla2",0.143481902607304,0.4376,0.9752402813442,"lysophospholipase 2","yellow",-0.298722897686495,0.244146189421167
"182","Dicer1",-0.124811175145912,0.439,0.9752402813442,"dicer 1, ribonuclease type III","yellow",0.33100028929649,0.194373892089347
"183","Nle1",0.0735949985820854,0.4456,0.9752402813442,"notchless homolog 1","yellow",-0.173767801780768,0.504776361283817
"184","Pgm3",0.225511321470925,0.4472,0.9752402813442,"phosphoglucomutase 3","yellow",-0.0384525013455872,0.883510379572131
"185","Aimp2",0.0626973297706828,0.4526,0.9752402813442,"aminoacyl tRNA synthetase complex-interacting multifunctional protein 2","yellow",-0.259696465183902,0.314124553898457
"186","Resf1",-0.132229978808498,0.4528,0.9752402813442,"retroelement silencing factor 1","yellow",0.245563998915965,0.342100699989991
"187","Mcm6",0.062546828780544,0.4534,0.9752402813442,"minichromosome maintenance complex component 6","yellow",-0.262704715032524,0.308349103935117
"188","Btf3",0.052203467244321,0.4538,0.9752402813442,"basic transcription factor 3","yellow",-0.229797269161777,0.374934361117407
"189","Rpl37",0.0717723876265275,0.454,0.9752402813442,"ribosomal protein L37","yellow",-0.518982766649561,0.032783526863662
"190","Rpl37",0.0717723876265275,0.454,0.9752402813442,"ribosomal protein L37","yellow",-0.518982766649561,0.032783526863662
"191","Ndc80",-0.147394021022236,0.4546,0.9752402813442,"NDC80 kinetochore complex component","yellow",0.238778076254986,0.356024249207915
"192","Jade2",-0.0728499990708968,0.4642,0.9752402813442,"jade family PHD finger 2","yellow",0.201979764210768,0.436913838734666
"193","Pomgnt1",0.126822336827343,0.4674,0.9752402813442,"protein O-linked mannose beta 1,2-N-acetylglucosaminyltransferase","yellow",-0.0773053876930627,0.768069279832618
"194","Pomgnt1",0.126822336827343,0.4674,0.9752402813442,"protein O-linked mannose beta 1,2-N-acetylglucosaminyltransferase","yellow",-0.0773053876930627,0.768069279832618
"195","Snapin",-0.0787829106401707,0.4684,0.9752402813442,"SNAP-associated protein","yellow",0.125619843774328,0.630940971411534
"196","Cd151",0.0899185068001591,0.4756,0.9752402813442,"CD151 antigen","yellow",-0.30901182555057,0.227487480566389
"197","Gnptab",-0.122351942222528,0.4762,0.9752402813442,"N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits","yellow",0.390635650368855,0.121068516390917
"198","Mrpl23",0.0676749373492678,0.4778,0.9752402813442,"mitochondrial ribosomal protein L23","yellow",-0.303666058102271,0.236049665341464
"199","Mpi",0.0470925263749908,0.481,0.9752402813442,"mannose phosphate isomerase","yellow",-0.292450197375879,0.254668698843031
