"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","direction","comparison"
"GO:0009259","GO:0009259","ribonucleotide metabolic process",0.0413385826771654,0.0159142016952084,0.0456521739130435,2.59759072235536,4.61972449330902,7.68001430750029e-05,0.00570672083543032,0.00486043440384444,"Ddit4/Git1/Gpam/Pdk1/Ndufa3/Gmps/Nudt2/Fis1/Ndufb2/Eif6/Ndufb8/Pank2/Ndufa2/Suclg2/Prkaca/Mcee/Pkm/Ndufa13/Hint1/Ndufa9/Ndufc2",21,"Up","Control - Stress"
"GO:0000375","GO:0000375","RNA splicing, via transesterification reactions",0.0393700787401575,0.0107247880989448,0.0645161290322581,3.67094234188468,6.32375315517536,7.33502996201515e-07,0.000445114068194953,0.000379105232773625,"Lsm6/Snrpc/Clns1a/Ncbp1/Srsf1/Txnl4a/Snrpf/Ddx17/Ddx39a/Srsf3/Snrpa1/Ubl5/Eif1/Hnrnpl/Crnkl1/Snrpb/Rsrp1/Snrnp35/Srpk2/Plrg1",20,"Up","Control - Stress"
"GO:0000377","GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",0.0393700787401575,0.0107247880989448,0.0645161290322581,3.67094234188468,6.32375315517536,7.33502996201515e-07,0.000445114068194953,0.000379105232773625,"Lsm6/Snrpc/Clns1a/Ncbp1/Srsf1/Txnl4a/Snrpf/Ddx17/Ddx39a/Srsf3/Snrpa1/Ubl5/Eif1/Hnrnpl/Crnkl1/Snrpb/Rsrp1/Snrnp35/Srpk2/Plrg1",20,"Up","Control - Stress"
"GO:0000398","GO:0000398","mRNA splicing, via spliceosome",0.0393700787401575,0.0107247880989448,0.0645161290322581,3.67094234188468,6.32375315517536,7.33502996201515e-07,0.000445114068194953,0.000379105232773625,"Lsm6/Snrpc/Clns1a/Ncbp1/Srsf1/Txnl4a/Snrpf/Ddx17/Ddx39a/Srsf3/Snrpa1/Ubl5/Eif1/Hnrnpl/Crnkl1/Snrpb/Rsrp1/Snrnp35/Srpk2/Plrg1",20,"Up","Control - Stress"
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process",0.0393700787401575,0.0144957619788964,0.0477326968973747,2.71597166106027,4.73234052372082,6.17788273255646e-05,0.00523108628586932,0.00445533476869311,"Ddit4/Dmtn/Git1/Mfhas1/Dynll1/Chmp6/Cdk5rap3/Fis1/Dnaja3/Ibtk/Prkaca/Ppp5c/Gstp1/Ppia/Pkn1/Ctdsp1/Pard3/Smpd1/Sirpa/Dusp6",20,"Up","Control - Stress"
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process",0.0393700787401575,0.0144957619788964,0.0477326968973747,2.71597166106027,4.73234052372082,6.17788273255646e-05,0.00523108628586932,0.00445533476869311,"Ddit4/Dmtn/Git1/Mfhas1/Dynll1/Chmp6/Cdk5rap3/Fis1/Dnaja3/Ibtk/Prkaca/Ppp5c/Gstp1/Ppia/Pkn1/Ctdsp1/Pard3/Smpd1/Sirpa/Dusp6",20,"Up","Control - Stress"
"GO:0007264","GO:0007264","small GTPase-mediated signal transduction",0.0393700787401575,0.0151876837917315,0.0455580865603645,2.59223718903019,4.49625983296339,0.000116233663103399,0.00769466849744504,0.00655357648808832,"Git1/Rheb/Arfgap1/Sh2d3c/Rhoc/Tnfaip1/Adgrg1/Rfxank/Dnaja3/Rit1/Cdc42se2/Sipa1l2/Rab12/Rab15/Stmn3/Auts2/Rap1gap2/Rap1b/Dnm2/Pdpn",20,"Up","Control - Stress"
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly",0.0393700787401575,0.0156720290607161,0.0441501103752759,2.51212389841998,4.33865061009531,0.000176286284456668,0.0105222682247005,0.00896185321845288,"Dmtn/Git1/Napa/Carmil1/Rhoc/Fkbp4/Bbs10/Sh3glb1/Mapre3/Stx1b/Prune1/Mecp2/Flii/Capza2/Bbs4/Epn1/Ckap5/Ncln/Unc13a/Gak",20,"Up","Control - Stress"
"GO:0046486","GO:0046486","glycerolipid metabolic process",0.0374015748031496,0.0134232831690019,0.0489690721649485,2.7863209270233,4.73803244954451,6.69789570571377e-05,0.00535313236464012,0.00455928184744787,"Gpam/Gpx1/Fig4/Vac14/Pip4p1/Pyurf/Sh3glb1/Pank2/Bscl2/Pigv/Gpaa1/Inppl1/Mboat2/Pikfyve/Chkb/Mecp2/Pigu/Pcyt1a/Pigk",19,"Up","Control - Stress"
"GO:0034248","GO:0034248","regulation of amide metabolic process",0.0374015748031496,0.0149455111572392,0.0439814814814815,2.50252898075241,4.20845527847928,0.000266452884413112,0.0123370497120831,0.010507509056736,"Eif4ebp2/Pdk1/Rpl38/Pcif1/Ncbp1/Polr2g/Eif5a/Srp9/Poldip3/Ythdf1/Eif6/Ngdn/Akap6/Eif1/Pkm/Pin1/Rtn3/Eef2/Cpeb4",19,"Up","Control - Stress"
"GO:0090150","GO:0090150","establishment of protein localization to membrane",0.0354330708661417,0.00927175229199101,0.0671641791044776,3.82161534845458,6.20691854423685,1.47886841632597e-06,0.000658580818592442,0.000560915622247599,"Dmtn/Mmgt1/Zdhhc4/Rilpl2/Ssr3/Srprb/Fis1/Srp9/Emc10/Stx1b/Get1/Pikfyve/Commd1/Ndufa13/Maip1/Emc6/Pard3/Ncln",18,"Up","Control - Stress"
"GO:0034504","GO:0034504","protein localization to nucleus",0.0354330708661417,0.0116588825462723,0.0534124629080119,3.03914811093717,5.03614705404529,3.40211574778197e-05,0.00399583981860457,0.00340327096535338,"Mfhas1/Nup50/Dmap1/Trim8/Cdk5rap3/Srsf1/Agap3/Pikfyve/Fam53a/Zpr1/Nup35/Bbs4/Pin1/Hdgf/Nup155/Hikeshi/Mepce/Plrg1",18,"Up","Control - Stress"
"GO:0032984","GO:0032984","protein-containing complex disassembly",0.0334645669291339,0.0087874070230064,0.0669291338582677,3.80824136648273,6.01251258007037,3.02261317764339e-06,0.000733688971986638,0.000624885503251748,"Ddit4/Rubcn/Dmtn/Napa/Carmil1/Eif5a/Zmpste24/Chmp6/Map1s/Gabarapl2/Bmerb1/Flii/Stmn3/Capza2/Katnb1/Gak/Grwd1",17,"Up","Control - Stress"
"GO:0099003","GO:0099003","vesicle-mediated transport in synapse",0.0334645669291339,0.00937554056391628,0.0627306273062731,3.56934799662957,5.68383110799291,7.16693244817296e-06,0.00124260957351418,0.00105833498708359,"Git1/Napa/Doc2a/Vac14/Atp6v1f/Rnf216/Ap2a1/Septin5/Stx1b/Atp6v0d1/Prkaca/Atp6v0e2/Pick1/P2ry1/Rap1b/Dnm2/Unc13a",17,"Up","Control - Stress"
"GO:0006650","GO:0006650","glycerophospholipid metabolic process",0.0334645669291339,0.00965230928905034,0.0609318996415771,3.46700110066887,5.53816271056545,1.04922067888749e-05,0.0015917552049289,0.00135570356140463,"Gpam/Fig4/Vac14/Pip4p1/Pyurf/Sh3glb1/Bscl2/Pigv/Gpaa1/Inppl1/Mboat2/Pikfyve/Chkb/Mecp2/Pigu/Pcyt1a/Pigk",17,"Up","Control - Stress"
"GO:0016311","GO:0016311","dephosphorylation",0.0334645669291339,0.0111399411866459,0.0527950310559006,3.00401648163545,4.83670856534042,6.44341969214029e-05,0.00533192979524609,0.00454122354379074,"Mfhas1/Plppr3/Fig4/Pip4p1/Ptpru/Cdk5rap3/Inppl1/Ppm1m/Ppp5c/Ppia/Ppp2r5c/Pin1/Ctdsp1/Plppr1/Ptpre/Smpd1/Dusp6",17,"Up","Control - Stress"
"GO:0031503","GO:0031503","protein-containing complex localization",0.031496062992126,0.00847604220723058,0.0653061224489796,3.71589265627511,5.70994795314145,8.01779848824766e-06,0.00132694564980499,0.00113016432279319,"Git1/Ift43/Dynll1/Fkbp4/Vac14/Rnf216/Ap2a1/Ift88/Ssna1/Eif6/Ift57/Stx1b/Akap6/Mzt1/Pick1/Adam10",16,"Up","Control - Stress"
"GO:0051258","GO:0051258","protein polymerization",0.031496062992126,0.0099290780141844,0.0557491289198606,3.17210348706412,4.94625407651863,5.54704416205369e-05,0.00517866353693268,0.00441068612723621,"Dmtn/Git1/Msrb1/Gpx4/Carmil1/Fkbp4/Ssna1/Mapre3/Prune1/Mecp2/Flii/Mzt1/Capza2/Bbs4/Dnm2/Ckap5",16,"Up","Control - Stress"
"GO:0006401","GO:0006401","RNA catabolic process",0.031496062992126,0.0103788271925272,0.0533333333333333,3.03464566929134,4.73808709239297,9.32963808798261e-05,0.00666062985849896,0.00567288210674856,"Pcid2/Trdmt1/Lsm6/Ncbp1/Polr2g/Pan2/Srsf1/Ythdf1/Skic8/Skic3/Lsm1/Wdr82/Sidt2/Zpr1/Exosc8/Zc3h4",16,"Up","Control - Stress"
"GO:0042254","GO:0042254","ribosome biogenesis",0.031496062992126,0.0110707490053624,0.05,2.84498031496063,4.43886796858308,0.000195417388334773,0.0109463801681063,0.00932307086695128,"Rpusd1/Lsm6/Rpl38/Pin4/Trmt112/Eif6/Rpf1/Ngdn/Ddx17/Ddx47/Exosc8/Rpp30/Fau/Fbl/Utp20/Grwd1",16,"Up","Control - Stress"
"GO:0006260","GO:0006260","DNA replication",0.0295275590551181,0.00937554056391628,0.0553505535055351,3.14942470290845,4.75488995912794,0.000101815243399045,0.00712902502338313,0.00607181593225883,"Pold4/Zmpste24/Tnfaip1/Ruvbl1/Dnaja3/Ehmt2/Inppl1/Polb/Wdhd1/Tfpt/Ino80/Zpr1/Rbbp4/Exd2/Grwd1",15,"Up","Control - Stress"
"GO:0006605","GO:0006605","protein targeting",0.0295275590551181,0.0101366545580349,0.0511945392491468,2.91294912794604,4.4018751694129,0.00023844015902942,0.0120577863753628,0.010269659481004,"Dmtn/Zdhhc4/Vps8/Ssr3/Srprb/Fis1/Srp9/Pmpcb/Grpel1/Get1/Pikfyve/Pick1/Ndufa13/Pard3/Vps13a",15,"Up","Control - Stress"
"GO:1903311","GO:1903311","regulation of mRNA metabolic process",0.0295275590551181,0.0107247880989448,0.0483870967741935,2.75320675641351,4.15091205215668,0.000432851783407261,0.0167660993977217,0.0142797464044546,"Pcid2/Ptcd2/Clns1a/Ncbp1/Polr2g/Pan2/Srsf1/Ythdf1/Lsm1/Ddx17/Srsf3/Eif1/Hnrnpl/Exosc8/Srpk2",15,"Up","Control - Stress"
"GO:0022618","GO:0022618","protein-RNA complex assembly",0.0275590551181102,0.00619270022487459,0.0782122905027933,4.45024853736858,6.19318306502131,3.76807361073e-06,0.000807032706862819,0.000687352622737497,"Snrpc/Clns1a/Rpl38/Ncbp1/Ruvbl1/Srsf1/Eif6/Snrpf/Crnkl1/Snrpb/Fau/Rsrp1/Ckap5/Srpk2",14,"Up","Control - Stress"
"GO:0071826","GO:0071826","protein-RNA complex organization",0.0275590551181102,0.00653866113129216,0.0740740740740741,4.21478565179352,5.93055790680033,7.07458337236214e-06,0.00124260957351418,0.00105833498708359,"Snrpc/Clns1a/Rpl38/Ncbp1/Ruvbl1/Srsf1/Eif6/Snrpf/Crnkl1/Snrpb/Fau/Rsrp1/Ckap5/Srpk2",14,"Up","Control - Stress"
"GO:0030705","GO:0030705","cytoskeleton-dependent intracellular transport",0.0275590551181102,0.00698841030963501,0.0693069306930693,3.94353707024246,5.61508259006493,1.50779902478712e-05,0.00203329490712959,0.00173176449396602,"Bicdl1/Ift43/Bloc1s4/Borcs7/Dynll1/Lamp1/Ift88/Ssna1/Rab1a/Ift57/Mecp2/Arl8b/Fnbp1l/Actr10",14,"Up","Control - Stress"
"GO:0008654","GO:0008654","phospholipid biosynthetic process",0.0275590551181102,0.00761113994118665,0.0636363636363636,3.62088403722262,5.21922859440783,3.88779895619663e-05,0.00422305524467008,0.00359679115072437,"Gpam/Dhdds/Vac14/Pyurf/Sh3glb1/Bscl2/Pigv/Gpaa1/Inppl1/Mboat2/Chkb/Pigu/Pcyt1a/Pigk",14,"Up","Control - Stress"
"GO:0007033","GO:0007033","vacuole organization",0.0275590551181102,0.00768033212247016,0.0630630630630631,3.5882634603107,5.17782397038474,4.29148706544337e-05,0.00422305524467008,0.00359679115072437,"Spns1/Fig4/Lamp1/Chmp6/Ift88/Sh3glb1/Ehmt2/Rab1a/Gabarapl2/Pikfyve/Atg10/Atp6v0c/Emc6/Arl8b",14,"Up","Control - Stress"
"GO:0099111","GO:0099111","microtubule-based transport",0.0275590551181102,0.00792250475696246,0.0611353711790393,3.47857855104356,5.03658006417962,6.00790330709876e-05,0.00523108628586932,0.00445533476869311,"Bicdl1/Ift43/Bloc1s4/Borcs7/Dynll1/Lamp1/Ift88/Ssna1/Dnaaf2/Rab1a/Ift57/Mecp2/Arl8b/Actr10",14,"Up","Control - Stress"
"GO:0046034","GO:0046034","ATP metabolic process",0.0275590551181102,0.00802629302888774,0.0603448275862069,3.43359693184904,4.97772241098523,6.91011318698395e-05,0.00535313236464012,0.00455928184744787,"Ddit4/Git1/Ndufa3/Nudt2/Fis1/Ndufb2/Eif6/Ndufb8/Ndufa2/Prkaca/Pkm/Ndufa13/Ndufa9/Ndufc2",14,"Up","Control - Stress"
"GO:0040029","GO:0040029","epigenetic regulation of gene expression",0.0275590551181102,0.00823386957273828,0.0588235294117647,3.34703566465956,4.86285862799947,9.07446917929223e-05,0.0066080284563606,0.00562808130572524,"Gpx1/Mettl23/Trmt112/Zmpste24/Ehmt2/Wdhd1/Dpy30/Mecp2/Hdac9/Ubr2/Tasor2/Mta1/Mbd2/Cbx3",14,"Up","Control - Stress"
"GO:0016072","GO:0016072","rRNA metabolic process",0.0275590551181102,0.00885659920428991,0.0546875,3.11169721948819,4.53911824887698,0.000194634856804123,0.0109463801681063,0.00932307086695128,"Rpusd1/Lsm6/Pin4/Trmt112/Eif6/Rpf1/Polr2e/Ngdn/Ddx17/Ddx47/Exosc8/Rpp30/Fbl/Utp20",14,"Up","Control - Stress"
"GO:0009205","GO:0009205","purine ribonucleoside triphosphate metabolic process",0.0275590551181102,0.00889119529493167,0.0544747081712062,3.09958944820613,4.5219774141796,0.000202611493487534,0.0110105738475838,0.00937774485175609,"Ddit4/Git1/Ndufa3/Nudt2/Fis1/Ndufb2/Eif6/Ndufb8/Ndufa2/Prkaca/Pkm/Ndufa13/Ndufa9/Ndufc2",14,"Up","Control - Stress"
"GO:0009199","GO:0009199","ribonucleoside triphosphate metabolic process",0.0275590551181102,0.00913336792942398,0.053030303030303,3.01740336435218,4.40428298152194,0.000266755070321403,0.0123370497120831,0.010507509056736,"Ddit4/Git1/Ndufa3/Nudt2/Fis1/Ndufb2/Eif6/Ndufb8/Ndufa2/Prkaca/Pkm/Ndufa13/Ndufa9/Ndufc2",14,"Up","Control - Stress"
"GO:0009144","GO:0009144","purine nucleoside triphosphate metabolic process",0.0275590551181102,0.00920256011070749,0.0526315789473684,2.99471612101119,4.37137023580235,0.000288011322583648,0.0123370497120831,0.010507509056736,"Ddit4/Git1/Ndufa3/Nudt2/Fis1/Ndufb2/Eif6/Ndufb8/Ndufa2/Prkaca/Pkm/Ndufa13/Ndufa9/Ndufc2",14,"Up","Control - Stress"
"GO:0032886","GO:0032886","regulation of microtubule-based process",0.0275590551181102,0.00920256011070749,0.0526315789473684,2.99471612101119,4.37137023580235,0.000288011322583648,0.0123370497120831,0.010507509056736,"Git1/Cdk2ap2/Fkbp4/Lamp1/Chmp6/Mapre3/Map1s/Prune1/Bmerb1/Mecp2/Stmn3/Bbs4/Katnb1/Ckap5",14,"Up","Control - Stress"
"GO:0009141","GO:0009141","nucleoside triphosphate metabolic process",0.0275590551181102,0.00972150147033385,0.0498220640569395,2.83485582985401,4.1339435710187,0.000498959091041231,0.0185378576579706,0.0157887592073842,"Ddit4/Git1/Ndufa3/Nudt2/Fis1/Ndufb2/Eif6/Ndufb8/Ndufa2/Prkaca/Pkm/Ndufa13/Ndufa9/Ndufc2",14,"Up","Control - Stress"
"GO:0010970","GO:0010970","transport along microtubule",0.0255905511811024,0.00619270022487459,0.0726256983240224,4.13237364184226,5.62259883074162,1.84592513533865e-05,0.00240036193491715,0.00204439678522844,"Bicdl1/Ift43/Bloc1s4/Borcs7/Dynll1/Lamp1/Ift88/Ssna1/Rab1a/Ift57/Mecp2/Arl8b/Actr10",13,"Up","Control - Stress"
"GO:0006364","GO:0006364","rRNA processing",0.0255905511811024,0.00747275557861962,0.0601851851851852,3.42451334208224,4.78374860298924,0.000127784568818662,0.00830827884051338,0.00707619059661239,"Rpusd1/Lsm6/Pin4/Trmt112/Eif6/Rpf1/Ngdn/Ddx17/Ddx47/Exosc8/Rpp30/Fbl/Utp20",13,"Up","Control - Stress"
"GO:0099504","GO:0099504","synaptic vesicle cycle",0.0255905511811024,0.00799169693824598,0.0562770562770563,3.20214234584313,4.49450468437706,0.000247303334141761,0.0123178919438183,0.010491192317463,"Git1/Napa/Doc2a/Atp6v1f/Septin5/Stx1b/Atp6v0d1/Prkaca/Atp6v0e2/P2ry1/Rap1b/Dnm2/Unc13a",13,"Up","Control - Stress"
"GO:0033044","GO:0033044","regulation of chromosome organization",0.0255905511811024,0.0085452343885141,0.0526315789473684,2.99471612101119,4.21096115075607,0.000469468730999053,0.0177999382367386,0.0151602706154851,"Pcid2/Acd/Anapc11/Map2k7/Ruvbl1/Wdhd1/Anapc5/Cct8/Tfpt/Ino80/Rad21/Cct7/Anapc7",13,"Up","Control - Stress"
"GO:0032543","GO:0032543","mitochondrial translation",0.0236220472440945,0.00449749178342847,0.0923076923076923,5.25227135069655,6.49919518723337,3.36845924723318e-06,0.000766535007448501,0.000652860588312432,"Mrpl49/Mrpl2/Mrps24/Mrps17/Mrpl52/Mrpl37/Mrpl14/Mrps10/Mrpl28/Mrpl53/Aurkaip1/Mrps34",12,"Up","Control - Stress"
"GO:0031109","GO:0031109","microtubule polymerization or depolymerization",0.0236220472440945,0.00467047223663726,0.0888888888888889,5.05774278215223,6.32056740111692,4.99375082229617e-06,0.00101012481911002,0.000860326896051727,"Git1/Fkbp4/Ssna1/Mapre3/Map1s/Prune1/Bmerb1/Mecp2/Mzt1/Stmn3/Katnb1/Ckap5",12,"Up","Control - Stress"
"GO:0070507","GO:0070507","regulation of microtubule cytoskeleton organization",0.0236220472440945,0.00550077841203944,0.0754716981132075,4.29430990937454,5.57120198114101,2.63221068696447e-05,0.00330478590042676,0.00281469788885565,"Git1/Cdk2ap2/Fkbp4/Chmp6/Mapre3/Map1s/Prune1/Bmerb1/Mecp2/Stmn3/Katnb1/Ckap5",12,"Up","Control - Stress"
"GO:0046474","GO:0046474","glycerophospholipid biosynthetic process",0.0236220472440945,0.00574295104653174,0.072289156626506,4.11322455175031,5.38026001133617,4.02595542277816e-05,0.00422305524467008,0.00359679115072437,"Gpam/Vac14/Pyurf/Sh3glb1/Bscl2/Pigv/Gpaa1/Inppl1/Chkb/Pigu/Pcyt1a/Pigk",12,"Up","Control - Stress"
"GO:0140053","GO:0140053","mitochondrial gene expression",0.0236220472440945,0.0057775471371735,0.0718562874251497,4.08859446461408,5.35384080996432,4.26977071199003e-05,0.00422305524467008,0.00359679115072437,"Mrpl49/Mrpl2/Mrps24/Mrps17/Mrpl52/Mrpl37/Mrpl14/Mrps10/Mrpl28/Mrpl53/Aurkaip1/Mrps34",12,"Up","Control - Stress"
"GO:0006457","GO:0006457","protein folding",0.0236220472440945,0.00595052759038229,0.0697674418604651,3.96973997436367,5.22476500121101,5.6903691324406e-05,0.00517965850280406,0.00441153354320263,"Fkbp4/Prdx4/Dnaja3/Sh3glb1/Grpel1/Cct8/Ppia/Nudc/Cct7/Pfdn2/Pdia3/Tbcb",12,"Up","Control - Stress"
"GO:0006403","GO:0006403","RNA localization",0.0236220472440945,0.00608891195294932,0.0681818181818182,3.87951861130995,5.12496104690733,7.1045914708642e-05,0.00538912865529512,0.00458994001604516,"Pcid2/Tst/Ncbp1/Srsf1/Poldip3/Ddx39a/Srsf3/Sidt2/Nup35/Nup155/Fbl/Ckap5",12,"Up","Control - Stress"
"GO:0051650","GO:0051650","establishment of vesicle localization",0.0236220472440945,0.00681542985642622,0.0609137055837563,3.46596586594188,4.64508114152615,0.000205859291524041,0.0110225541241034,0.00938794849581772,"Bicdl1/Bloc1s4/Exoc7/Trappc3/Rab1a/Mecp2/Eipr1/Trappc10/Fnbp1l/Trappc1/Dnm2/Unc13a",12,"Up","Control - Stress"
"GO:0015931","GO:0015931","nucleobase-containing compound transport",0.0236220472440945,0.00723058294412731,0.0574162679425837,3.26696304110312,4.39927895041784,0.0003536350797866,0.0143065036167001,0.0121848999421208,"Pcid2/Tst/Ncbp1/Srsf1/Poldip3/Slc35b2/Ddx39a/Srsf3/Sidt2/Nup35/Nup155/Slc25a17",12,"Up","Control - Stress"
"GO:0046390","GO:0046390","ribose phosphate biosynthetic process",0.0236220472440945,0.00757654385054489,0.0547945205479452,3.1177866465322,4.20769125778829,0.00053764793152657,0.0193819417691905,0.0165076686428064,"Pdk1/Ndufa3/Gmps/Nudt2/Ndufb2/Prps1/Ndufb8/Pank2/Ndufa2/Ndufa13/Ndufa9/Ndufc2",12,"Up","Control - Stress"
"GO:0007029","GO:0007029","endoplasmic reticulum organization",0.0216535433070866,0.00332122470160872,0.114583333333333,6.51974655511811,7.24544829414925,1.01898985684024e-06,0.000530020295536474,0.000451420168158098,"Mmgt1/Stx18/Zfyve27/Emc10/Get1/Tle6/Polr2m/Rtn3/Emc6/Ncln/Gak",11,"Up","Control - Stress"
"GO:0033108","GO:0033108","mitochondrial respiratory chain complex assembly",0.0216535433070866,0.00359799342674278,0.105769230769231,6.01822758933979,6.8570582622803,2.27187833713323e-06,0.000689325752125174,0.000587101191332851,"Ndufa3/Ndufb2/Ndufb8/Ttc19/Ndufa2/Ndufaf1/Ndufa13/Ndufa9/Dmac1/Ndufc2/Sdhaf3",11,"Up","Control - Stress"
"GO:0043414","GO:0043414","macromolecule methylation",0.0216535433070866,0.00598512368102404,0.0635838150289017,3.61789404214647,4.61920021889981,0.000259499185826094,0.0123370497120831,0.010507509056736,"Trdmt1/Pcif1/Slc25a26/Mettl23/Trmt112/Smyd2/Ehmt2/Mecp2/Snrpb/Fbl/Mepce",11,"Up","Control - Stress"
"GO:0031110","GO:0031110","regulation of microtubule polymerization or depolymerization",0.0196850393700787,0.00321743642968345,0.10752688172043,6.11823723647447,6.61225788262815,5.64402678060811e-06,0.00108157376358917,0.000921180215826676,"Git1/Fkbp4/Mapre3/Map1s/Prune1/Bmerb1/Mecp2/Stmn3/Katnb1/Ckap5",10,"Up","Control - Stress"
