"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","direction","comparison"
"GO:0043523","GO:0043523","regulation of neuron apoptotic process",0.125,0.0110707490053624,0.00625,11.291015625,4.35649118531995,0.0132340730017352,0.0700129241988491,0.0364804183983477,"Ube2m/Park7",2,"Up","Control - Stress"
"GO:0006790","GO:0006790","sulfur compound metabolic process",0.125,0.0111053450960042,0.00623052959501558,11.2558411214953,4.34845530017122,0.0133127660117442,0.0700129241988491,0.0364804183983477,"Pmvk/Park7",2,"Up","Control - Stress"
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds",0.125,0.0121432278152569,0.0056980056980057,10.2938034188034,4.12274310384572,0.0157689301728551,0.0700129241988491,0.0364804183983477,"Gadd45gip1/Park7",2,"Up","Control - Stress"
"GO:0051098","GO:0051098","regulation of binding",0.125,0.0124891887216745,0.00554016620498615,10.0086565096953,4.05348830016113,0.0166280694972267,0.0700129241988491,0.0364804183983477,"Pcbd1/Park7",2,"Up","Control - Stress"
"GO:0051402","GO:0051402","neuron apoptotic process",0.125,0.0131811105345096,0.005249343832021,9.48326771653543,3.92277282329616,0.0184056653786717,0.0743663247623099,0.0387487692182562,"Ube2m/Park7",2,"Up","Control - Stress"
"GO:0051583","GO:0051583","dopamine uptake involved in synaptic transmission",0.0625,0.000345960906417575,0.1,180.65625,13.3722255142159,0.00552246433317527,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0051934","GO:0051934","catecholamine uptake involved in synaptic transmission",0.0625,0.000345960906417575,0.1,180.65625,13.3722255142159,0.00552246433317527,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0070601","GO:0070601","centromeric sister chromatid cohesion",0.0625,0.000345960906417575,0.1,180.65625,13.3722255142159,0.00552246433317527,0.0700129241988491,0.0364804183983477,"Naa50",1,"Up","Control - Stress"
"GO:0110095","GO:0110095","cellular detoxification of aldehyde",0.0625,0.000345960906417575,0.1,180.65625,13.3722255142159,0.00552246433317527,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0006558","GO:0006558","L-phenylalanine metabolic process",0.0625,0.000380556997059332,0.0909090909090909,164.232954545455,12.7430404305618,0.00607313540327969,0.0700129241988491,0.0364804183983477,"Pcbd1",1,"Up","Control - Stress"
"GO:0042182","GO:0042182","ketone catabolic process",0.0625,0.000380556997059332,0.0909090909090909,164.232954545455,12.7430404305618,0.00607313540327969,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0090085","GO:0090085","regulation of protein deubiquitination",0.0625,0.000380556997059332,0.0909090909090909,164.232954545455,12.7430404305618,0.00607313540327969,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:1902221","GO:1902221","erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process",0.0625,0.000380556997059332,0.0909090909090909,164.232954545455,12.7430404305618,0.00607313540327969,0.0700129241988491,0.0364804183983477,"Pcbd1",1,"Up","Control - Stress"
"GO:0033240","GO:0033240","positive regulation of amine metabolic process",0.0625,0.00041515308770109,0.0833333333333333,150.546875,12.1939485324027,0.00662352059859872,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0046689","GO:0046689","response to mercury ion",0.0625,0.00041515308770109,0.0833333333333333,150.546875,12.1939485324027,0.00662352059859872,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:1903377","GO:1903377","negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway",0.0625,0.00041515308770109,0.0833333333333333,150.546875,12.1939485324027,0.00662352059859872,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0097501","GO:0097501","stress response to metal ion",0.0625,0.000449749178342847,0.0769230769230769,138.966346153846,11.7092410600501,0.00717362005765232,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0006521","GO:0006521","regulation of cellular amino acid metabolic process",0.0625,0.000484345268984605,0.0714285714285714,129.040178571429,11.2772111748992,0.00772343391889685,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0018195","GO:0018195","peptidyl-arginine modification",0.0625,0.000484345268984605,0.0714285714285714,129.040178571429,11.2772111748992,0.00772343391889685,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0034309","GO:0034309","primary alcohol biosynthetic process",0.0625,0.000484345268984605,0.0714285714285714,129.040178571429,11.2772111748992,0.00772343391889685,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0042559","GO:0042559","pteridine-containing compound biosynthetic process",0.0625,0.000484345268984605,0.0714285714285714,129.040178571429,11.2772111748992,0.00772343391889685,0.0700129241988491,0.0364804183983477,"Pcbd1",1,"Up","Control - Stress"
"GO:0061687","GO:0061687","detoxification of inorganic compound",0.0625,0.000484345268984605,0.0714285714285714,129.040178571429,11.2772111748992,0.00772343391889685,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:1901298","GO:1901298","regulation of hydrogen peroxide-mediated programmed cell death",0.0625,0.000484345268984605,0.0714285714285714,129.040178571429,11.2772111748992,0.00772343391889685,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0034244","GO:0034244","negative regulation of transcription elongation by RNA polymerase II",0.0625,0.000518941359626362,0.0666666666666667,120.4375,10.8889317108003,0.00827296232072783,0.0700129241988491,0.0364804183983477,"Nelfe",1,"Up","Control - Stress"
"GO:0038203","GO:0038203","TORC2 signaling",0.0625,0.000518941359626362,0.0666666666666667,120.4375,10.8889317108003,0.00827296232072783,0.0700129241988491,0.0364804183983477,"Prr5",1,"Up","Control - Stress"
"GO:0170043","GO:0170043","non-proteinogenic amino acid biosynthetic process",0.0625,0.000518941359626362,0.0666666666666667,120.4375,10.8889317108003,0.00827296232072783,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0006378","GO:0006378","mRNA polyadenylation",0.0625,0.00055353745026812,0.0625,112.91015625,10.5374602690408,0.00882220540147738,0.0700129241988491,0.0364804183983477,"Ssu72",1,"Up","Control - Stress"
"GO:0042416","GO:0042416","dopamine biosynthetic process",0.0625,0.00055353745026812,0.0625,112.91015625,10.5374602690408,0.00882220540147738,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0046185","GO:0046185","aldehyde catabolic process",0.0625,0.00055353745026812,0.0625,112.91015625,10.5374602690408,0.00882220540147738,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0110096","GO:0110096","cellular response to aldehyde",0.0625,0.00055353745026812,0.0625,112.91015625,10.5374602690408,0.00882220540147738,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0006474","GO:0006474","N-terminal protein amino acid acetylation",0.0625,0.000588133540909877,0.0588235294117647,106.268382352941,10.2173056008313,0.00937116329941723,0.0700129241988491,0.0364804183983477,"Naa50",1,"Up","Control - Stress"
"GO:0010421","GO:0010421","hydrogen peroxide-mediated programmed cell death",0.0625,0.000588133540909877,0.0588235294117647,106.268382352941,10.2173056008313,0.00937116329941723,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0090494","GO:0090494","dopamine uptake",0.0625,0.000588133540909877,0.0588235294117647,106.268382352941,10.2173056008313,0.00937116329941723,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:2001267","GO:2001267","regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway",0.0625,0.000588133540909877,0.0588235294117647,106.268382352941,10.2173056008313,0.00937116329941723,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0051444","GO:0051444","negative regulation of ubiquitin-protein transferase activity",0.0625,0.000622729631551635,0.0555555555555556,100.364583333333,9.92405948435029,0.00991983615275438,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0080154","GO:0080154","regulation of fertilization",0.0625,0.000622729631551635,0.0555555555555556,100.364583333333,9.92405948435029,0.00991983615275438,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0090493","GO:0090493","catecholamine uptake",0.0625,0.000622729631551635,0.0555555555555556,100.364583333333,9.92405948435029,0.00991983615275438,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0097468","GO:0097468","programmed cell death in response to reactive oxygen species",0.0625,0.000622729631551635,0.0555555555555556,100.364583333333,9.92405948435029,0.00991983615275438,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0006614","GO:0006614","SRP-dependent cotranslational protein targeting to membrane",0.0625,0.000657325722193392,0.0526315789473684,95.0822368421053,9.65413666752362,0.0104682240996357,0.0700129241988491,0.0364804183983477,"Srp14",1,"Up","Control - Stress"
"GO:0032785","GO:0032785","negative regulation of DNA-templated transcription, elongation",0.0625,0.000657325722193392,0.0526315789473684,95.0822368421053,9.65413666752362,0.0104682240996357,0.0700129241988491,0.0364804183983477,"Nelfe",1,"Up","Control - Stress"
"GO:1902236","GO:1902236","negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway",0.0625,0.000657325722193392,0.0526315789473684,95.0822368421053,9.65413666752362,0.0104682240996357,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:1903376","GO:1903376","regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway",0.0625,0.000657325722193392,0.0526315789473684,95.0822368421053,9.65413666752362,0.0104682240996357,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0006613","GO:0006613","cotranslational protein targeting to membrane",0.0625,0.00069192181283515,0.05,90.328125,9.40458727956855,0.0110163272781443,0.0700129241988491,0.0364804183983477,"Srp14",1,"Up","Control - Stress"
"GO:0060081","GO:0060081","membrane hyperpolarization",0.0625,0.00069192181283515,0.05,90.328125,9.40458727956855,0.0110163272781443,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:2000679","GO:2000679","positive regulation of transcription regulatory region DNA binding",0.0625,0.00069192181283515,0.05,90.328125,9.40458727956855,0.0110163272781443,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0036480","GO:0036480","neuron intrinsic apoptotic signaling pathway in response to oxidative stress",0.0625,0.000726517903476907,0.0476190476190476,86.0267857142857,9.17295899290414,0.0115641458263024,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0006089","GO:0006089","lactate metabolic process",0.0625,0.000761113994118665,0.0454545454545455,82.1164772727273,8.95719405753574,0.0121116798820695,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0034312","GO:0034312","diol biosynthetic process",0.0625,0.000761113994118665,0.0454545454545455,82.1164772727273,8.95719405753574,0.0121116798820695,0.0700129241988491,0.0364804183983477,"Pcbd1",1,"Up","Control - Stress"
"GO:0042053","GO:0042053","regulation of dopamine metabolic process",0.0625,0.000761113994118665,0.0454545454545455,82.1164772727273,8.95719405753574,0.0121116798820695,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:1903427","GO:1903427","negative regulation of reactive oxygen species biosynthetic process",0.0625,0.000761113994118665,0.0454545454545455,82.1164772727273,8.95719405753574,0.0121116798820695,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0036158","GO:0036158","outer dynein arm assembly",0.0625,0.000795710084760422,0.0434782608695652,78.5461956521739,8.75555123848162,0.012658929583343,0.0700129241988491,0.0364804183983477,"Lrrc61",1,"Up","Control - Stress"
"GO:0032770","GO:0032770","positive regulation of monooxygenase activity",0.0625,0.00083030617540218,0.0416666666666667,75.2734375,8.5665458371438,0.0132058950679589,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0042069","GO:0042069","regulation of catecholamine metabolic process",0.0625,0.00083030617540218,0.0416666666666667,75.2734375,8.5665458371438,0.0132058950679589,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0045116","GO:0045116","protein neddylation",0.0625,0.00083030617540218,0.0416666666666667,75.2734375,8.5665458371438,0.0132058950679589,0.0700129241988491,0.0364804183983477,"Ube2m",1,"Up","Control - Stress"
"GO:1901983","GO:1901983","regulation of protein acetylation",0.0625,0.00083030617540218,0.0416666666666667,75.2734375,8.5665458371438,0.0132058950679589,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:1903428","GO:1903428","positive regulation of reactive oxygen species biosynthetic process",0.0625,0.00083030617540218,0.0416666666666667,75.2734375,8.5665458371438,0.0132058950679589,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0051457","GO:0051457","maintenance of protein location in nucleus",0.0625,0.000864902266043937,0.04,72.2625,8.3889030451453,0.0137525764736899,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0006353","GO:0006353","DNA-templated transcription termination",0.0625,0.000899498356685695,0.0384615384615385,69.4831730769231,8.22152126381588,0.0142989739382475,0.0700129241988491,0.0364804183983477,"Ssu72",1,"Up","Control - Stress"
"GO:0007064","GO:0007064","mitotic sister chromatid cohesion",0.0625,0.000899498356685695,0.0384615384615385,69.4831730769231,8.22152126381588,0.0142989739382475,0.0700129241988491,0.0364804183983477,"Naa50",1,"Up","Control - Stress"
"GO:0010155","GO:0010155","regulation of proton transport",0.0625,0.000899498356685695,0.0384615384615385,69.4831730769231,8.22152126381588,0.0142989739382475,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0033233","GO:0033233","regulation of protein sumoylation",0.0625,0.000899498356685695,0.0384615384615385,69.4831730769231,8.22152126381588,0.0142989739382475,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:1902176","GO:1902176","negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway",0.0625,0.000899498356685695,0.0384615384615385,69.4831730769231,8.22152126381588,0.0142989739382475,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0002082","GO:0002082","regulation of oxidative phosphorylation",0.0625,0.000934094447327452,0.037037037037037,66.9097222222222,8.06344296692365,0.0148450875992807,0.0700129241988491,0.0364804183983477,"Gadd45gip1",1,"Up","Control - Stress"
"GO:0009713","GO:0009713","catechol-containing compound biosynthetic process",0.0625,0.000934094447327452,0.037037037037037,66.9097222222222,8.06344296692365,0.0148450875992807,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0042423","GO:0042423","catecholamine biosynthetic process",0.0625,0.000934094447327452,0.037037037037037,66.9097222222222,8.06344296692365,0.0148450875992807,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0060765","GO:0060765","regulation of androgen receptor signaling pathway",0.0625,0.000934094447327452,0.037037037037037,66.9097222222222,8.06344296692365,0.0148450875992807,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0031365","GO:0031365","N-terminal protein amino acid modification",0.0625,0.000968690537969209,0.0357142857142857,64.5200892857143,7.91383133923157,0.0153909175943778,0.0700129241988491,0.0364804183983477,"Naa50",1,"Up","Control - Stress"
"GO:0046823","GO:0046823","negative regulation of nucleocytoplasmic transport",0.0625,0.000968690537969209,0.0357142857142857,64.5200892857143,7.91383133923157,0.0153909175943778,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:2000273","GO:2000273","positive regulation of signaling receptor activity",0.0625,0.000968690537969209,0.0357142857142857,64.5200892857143,7.91383133923157,0.0153909175943778,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0006120","GO:0006120","mitochondrial electron transport, NADH to ubiquinone",0.0625,0.00100328662861097,0.0344827586206897,62.2952586206897,7.77195138469866,0.0159364640610642,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0046688","GO:0046688","response to copper ion",0.0625,0.00100328662861097,0.0344827586206897,62.2952586206897,7.77195138469866,0.0159364640610642,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0071108","GO:0071108","protein K48-linked deubiquitination",0.0625,0.00100328662861097,0.0344827586206897,62.2952586206897,7.77195138469866,0.0159364640610642,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0034311","GO:0034311","diol metabolic process",0.0625,0.00103788271925272,0.0333333333333333,60.21875,7.63715452754654,0.0164817271368026,0.0700129241988491,0.0364804183983477,"Pcbd1",1,"Up","Control - Stress"
"GO:0042558","GO:0042558","pteridine-containing compound metabolic process",0.0625,0.00103788271925272,0.0333333333333333,60.21875,7.63715452754654,0.0164817271368026,0.0700129241988491,0.0364804183983477,"Pcbd1",1,"Up","Control - Stress"
"GO:1902042","GO:1902042","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors",0.0625,0.00103788271925272,0.0333333333333333,60.21875,7.63715452754654,0.0164817271368026,0.0700129241988491,0.0364804183983477,"Park7",1,"Up","Control - Stress"
"GO:0098810","GO:0098810","neurotransmitter reuptake",0.0625,0.00107247880989448,0.032258064516129,58.2762096774194,7.50886596772235,0.0170267069589949,0.0702132245731748,0.0365847854354963,"Park7",1,"Up","Control - Stress"
"GO:1902235","GO:1902235","regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway",0.0625,0.00107247880989448,0.032258064516129,58.2762096774194,7.50886596772235,0.0170267069589949,0.0702132245731748,0.0365847854354963,"Park7",1,"Up","Control - Stress"
"GO:0001963","GO:0001963","synaptic transmission, dopaminergic",0.0625,0.00110707490053624,0.03125,56.455078125,7.38657422677724,0.0175714036649816,0.0717200149591084,0.0373699025313249,"Park7",1,"Up","Control - Stress"
"GO:1904706","GO:1904706","negative regulation of vascular associated smooth muscle cell proliferation",0.0625,0.00117626708181975,0.0294117647058824,53.1341911764706,7.15820112221412,0.0186599482773865,0.0746397931095459,0.0388912606202371,"Park7",1,"Up","Control - Stress"
"GO:0098712","GO:0098712","L-glutamate import across plasma membrane",0.2,0.000622729631551635,0.111111111111111,321.166666666667,25.27718873695,1.64331439406471e-05,0.00585019924287036,0.00276768740053004,"Itgb1/Grm1",2,"Down","Control - Stress"
"GO:0015813","GO:0015813","L-glutamate transmembrane transport",0.2,0.00100328662861097,0.0689655172413793,199.344827586207,19.8801193217982,4.35184688337379e-05,0.00774628745240534,0.00366471316494635,"Itgb1/Grm1",2,"Down","Control - Stress"
"GO:0051938","GO:0051938","L-glutamate import",0.2,0.0013838436256703,0.05,144.525,16.8981591151445,8.34373482029524e-05,0.00990123198675035,0.00468420200437627,"Itgb1/Grm1",2,"Down","Control - Stress"
"GO:0089718","GO:0089718","amino acid import across plasma membrane",0.2,0.00197197716658018,0.0350877192982456,101.421052631579,14.1179606616463,0.000170190817108322,0.0151469827226406,0.00716592914140302,"Itgb1/Grm1",2,"Down","Control - Stress"
"GO:1902475","GO:1902475","L-alpha-amino acid transmembrane transport",0.2,0.00245632243556478,0.028169014084507,81.4225352112676,12.6218237579251,0.000264306227511865,0.0174993570314175,0.00827882059440211,"Itgb1/Grm1",2,"Down","Control - Stress"
"GO:0015800","GO:0015800","acidic amino acid transport",0.2,0.00259470679813181,0.0266666666666667,77.08,12.2728786280985,0.000294932983675575,0.0174993570314175,0.00827882059440211,"Itgb1/Grm1",2,"Down","Control - Stress"
"GO:0015807","GO:0015807","L-amino acid transport",0.2,0.00311364815775817,0.0222222222222222,64.2333333333333,11.1770101110983,0.000424483119175697,0.0215474035000003,0.0101939224127736,"Itgb1/Grm1",2,"Down","Control - Stress"
"GO:0006835","GO:0006835","dicarboxylic acid transport",0.2,0.00349420515481751,0.0198019801980198,57.2376237623762,10.5324370608537,0.000534155189091527,0.0215474035000003,0.0101939224127736,"Itgb1/Grm1",2,"Down","Control - Stress"
"GO:0003333","GO:0003333","amino acid transmembrane transport",0.2,0.00352880124545926,0.0196078431372549,56.6764705882353,10.47901701366,0.000544737728932591,0.0215474035000003,0.0101939224127736,"Itgb1/Grm1",2,"Down","Control - Stress"
"GO:0010811","GO:0010811","positive regulation of cell-substrate adhesion",0.2,0.00491264487112956,0.0140845070422535,40.7112676056338,8.82487284813317,0.00105091233594622,0.0338396431651205,0.0160092930408613,"Prex1/Itgb1",2,"Down","Control - Stress"
"GO:1905039","GO:1905039","carboxylic acid transmembrane transport",0.2,0.00508562532433835,0.0136054421768707,39.3265306122449,8.66655426102844,0.00112545553268009,0.0338396431651205,0.0160092930408613,"Itgb1/Grm1",2,"Down","Control - Stress"
"GO:1903825","GO:1903825","organic acid transmembrane transport",0.2,0.00512022141498011,0.0135135135135135,39.0608108108108,8.63584283028693,0.00114066212916137,0.0338396431651205,0.0160092930408613,"Itgb1/Grm1",2,"Down","Control - Stress"
"GO:0031644","GO:0031644","regulation of nervous system process",0.2,0.00570835495588998,0.0121212121212121,35.0363636363636,8.15660384986715,0.00141430384304673,0.0387301667788181,0.0183229647682167,"Grm1/Igsf11",2,"Down","Control - Stress"
"GO:0006865","GO:0006865","amino acid transport",0.2,0.00622729631551635,0.0111111111111111,32.1166666666667,7.7905286010487,0.0016793365165605,0.042703128563967,0.0202025445601263,"Itgb1/Grm1",2,"Down","Control - Stress"
"GO:0098739","GO:0098739","import across plasma membrane",0.2,0.00723058294412731,0.00956937799043062,27.6602870813397,7.19606218635759,0.00225370156373729,0.0534878504460316,0.025304719312138,"Itgb1/Grm1",2,"Down","Control - Stress"
"GO:0043547","GO:0043547","positive regulation of GTPase activity",0.2,0.00781871648503719,0.00884955752212389,25.5796460176991,6.9010546494621,0.00262793424922819,0.0558608894405441,0.0264273870800918,"Prex1/Itgb1",2,"Down","Control - Stress"
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion",0.2,0.00795710084760422,0.00869565217391304,25.1347826086957,6.83633318458234,0.00271998233855042,0.0558608894405441,0.0264273870800918,"Prex1/Itgb1",2,"Down","Control - Stress"
"GO:0043087","GO:0043087","regulation of GTPase activity",0.2,0.0106901920083031,0.00647249190938511,18.7087378640777,5.82212907878944,0.00484368745981166,0.0558608894405441,0.0264273870800918,"Prex1/Itgb1",2,"Down","Control - Stress"
"GO:0016358","GO:0016358","dendrite development",0.2,0.0113475177304965,0.00609756097560976,17.625,5.63323518617352,0.00543956957748827,0.0561713515031553,0.0265742644603928,"Prex1/Itgb1",2,"Down","Control - Stress"
